"readerid","firstname","lastname","familymembercount","totalfamilybooksborrowedbyfamily"
28888,"Kim","Johnson","0","0"
33065,"John","Cuevas","0","0"
28890,"Collin","Sanchez","0","0"
28893,"William","Roach","0","0"
33066,"Patrick","Brown","0","0"
28895,"Derrick","Ali","0","0"
2034,"Raymond","Howard","0","0"
28897,"Jill","James","0","0"
2031,"Jodi","Zimmerman","0","0"
28900,"Cynthia","Osborne","0","0"
92,"George","Fitzgerald","0","0"
90,"Tammy","Walters","0","0"
28903,"Anne","Price","0","0"
28904,"James","Cole","0","0"
33069,"Christopher","Thompson","0","0"
2028,"Jo","Johnson","0","0"
2026,"Jeffrey","Valdez","0","0"
2024,"Christopher","Ho","0","0"
28912,"Rachel","Bowers","0","0"
28914,"Richard","Martin","0","0"
2022,"Melissa","Perkins","0","0"
28916,"Patricia","Chavez","0","0"
2741,"Sophia","Chen","0","0"
28918,"Stephen","Miller","0","0"
2019,"Bonnie","Cortez","0","0"
28920,"Michael","Conway","0","0"
28921,"Adam","Hensley","0","0"
2018,"Lisa","Noble","0","0"
2015,"Samantha","Weaver","0","0"
28924,"Elizabeth","Mcclain","0","0"
2012,"Michael","Herrera","0","0"
28926,"Tara","Manning","0","0"
28927,"Melanie","Watson","0","0"
2011,"Jeanette","Bates","0","0"
33070,"Jesse","Chandler","0","0"
2010,"Carrie","Castillo","0","0"
28932,"Courtney","Murphy","0","0"
28933,"Brian","Schultz","0","0"
28934,"Julie","Dixon","0","0"
28936,"Michele","Roy","0","0"
28938,"Erin","Larson","0","0"
89,"Rachel","Taylor","0","0"
28940,"Timothy","Terry","0","0"
28941,"Nicole","Olson","0","0"
2008,"Susan","Torres","0","0"
28946,"Mark","Shaffer","0","0"
2004,"Keith","Wood","0","0"
28948,"Brittany","Potter","0","0"
28949,"Rebecca","Miller","0","0"
28950,"Caroline","Smith","0","0"
2001,"Laurie","Munoz","0","0"
28953,"Jacqueline","Smith","0","0"
28954,"John","White","0","0"
33074,"Danielle","Jordan","0","0"
1998,"Matthew","Thomas","0","0"
28958,"Ashley","Rose","0","0"
1996,"Megan","Sullivan","0","0"
28960,"Jared","Hanna","0","0"
28961,"Andrew","Ford","0","0"
1995,"John","Klein","0","0"
28963,"Brenda","Diaz","0","0"
28964,"Erin","Perez","0","0"
28965,"Randy","Richardson","0","0"
28966,"Allen","Davila","0","0"
28967,"Stephanie","Pugh","0","0"
28968,"Aaron","Martinez","0","0"
28969,"David","Thompson","0","0"
28970,"Benjamin","Frazier","0","0"
28971,"Mitchell","Lewis","0","0"
28972,"Jennifer","Thompson","0","0"
28973,"John","Thornton","0","0"
1993,"Robert","Moore","0","0"
1988,"Christian","Jimenez","0","0"
1986,"Jeffrey","Medina","0","0"
28977,"Patrick","Murphy","0","0"
28979,"Michael","Gonzalez","0","0"
28981,"Philip","Henderson","0","0"
28982,"Holly","Koch","0","0"
1981,"Riley","Sutton","0","0"
1980,"Marcus","Miller","0","0"
28986,"Joe","Frey","0","0"
28987,"Gabrielle","Gonzales","0","0"
28988,"Melissa","Williams","0","0"
28989,"Rodney","Lopez","0","0"
28993,"Briana","Garrett","0","0"
1979,"Derek","Johns","0","0"
1978,"Frank","Jones","0","0"
1977,"Michael","Alvarez","0","0"
28997,"Michael","Hebert","0","0"
28998,"Claire","Hernandez","0","0"
1974,"Stacy","Huff","0","0"
1973,"Barbara","Mcintosh","0","0"
1971,"Hannah","Taylor","0","0"
33076,"Justin","Kelly","0","0"
1968,"Tammy","Lowe","0","0"
29008,"Emily","Jones","0","0"
1967,"Ethan","Potter","0","0"
29010,"Sean","Roberts","0","0"
29012,"Edward","Mullen","0","0"
29014,"Brett","Li","0","0"
1966,"Corey","Jordan","0","0"
29016,"Chad","Lin","0","0"
33077,"Wesley","Anderson","0","0"
1965,"Justin","Leonard","0","0"
29019,"Daniel","Wagner","0","0"
1964,"Chad","White","0","0"
29022,"Rebecca","Young","0","0"
88,"Justin","Lewis","0","0"
1959,"Susan","Hendricks","0","0"
1955,"Jason","Gonzalez","0","0"
29029,"Jonathan","Rodriguez","0","0"
29030,"Megan","Harding","0","0"
29031,"Christopher","Walker","0","0"
29033,"Joshua","Scott","0","0"
29034,"Hector","Petersen","0","0"
87,"Tim","Webb","0","0"
29036,"Daniel","Hunter","0","0"
29037,"Jason","Cameron","0","0"
29038,"Theodore","Jones","0","0"
29041,"John","Brooks","0","0"
1953,"Ryan","Green","0","0"
29043,"James","Rivers","0","0"
29044,"Tyler","Gordon","0","0"
29045,"Antonio","Fisher","0","0"
29046,"Angela","Mitchell","0","0"
1952,"Michael","Nixon","0","0"
29049,"Isabel","Guzman","0","0"
29050,"Steven","Spencer","0","0"
1950,"George","Lowe","0","0"
29052,"Anna","Jones","0","0"
29053,"Heather","Alvarado","0","0"
29054,"Krystal","Kent","0","0"
1948,"Jessica","Santiago","0","0"
1946,"Melissa","Daugherty","0","0"
29058,"Bruce","George","0","0"
29059,"William","Edwards","0","0"
29060,"Victoria","Maynard","0","0"
29061,"Sonya","White","0","0"
29062,"Melinda","Strickland","0","0"
29063,"Sergio","Torres","0","0"
29066,"Ashley","Martin","0","0"
29070,"Scott","Lowery","0","0"
29071,"Andrew","Valdez","0","0"
29072,"Lauren","Mack","0","0"
29073,"David","Davenport","0","0"
29074,"Christine","Koch","0","0"
29075,"Jesse","Smith","0","0"
29076,"Adam","Weaver","0","0"
29077,"Jessica","Sims","0","0"
29078,"Christopher","Garcia","0","0"
86,"Manuel","Castro","0","0"
29080,"Regina","Dunn","0","0"
29081,"Christian","Robinson","0","0"
1945,"Melissa","Campbell","0","0"
29086,"John","Perry","0","0"
29087,"Dan","Henderson","0","0"
1942,"Jennifer","Oliver","0","0"
29089,"John","Williams","0","0"
29090,"Shane","Garrett","0","0"
29092,"Dillon","Jackson","0","0"
29093,"Mark","Ward","0","0"
1940,"Michael","James","0","0"
1939,"Shannon","Greer","0","0"
29097,"Kenneth","White","0","0"
33081,"Shelby","Caldwell","0","0"
1938,"Christopher","Cortez","0","0"
29100,"Joseph","Velez","0","0"
1936,"Marcia","Maxwell","0","0"
29103,"Elizabeth","Dixon","0","0"
1933,"Shelly","Daugherty","0","0"
1930,"Jennifer","Martinez","0","0"
1929,"Brenda","Cohen","0","0"
29108,"Stephanie","Todd","0","0"
29110,"Nathaniel","Morris","0","0"
29112,"Amber","Smith","0","0"
29113,"Charles","Vincent","0","0"
29114,"Tammie","Stevens","0","0"
29115,"Matthew","Franco","0","0"
29116,"Matthew","Webb","0","0"
29117,"Joseph","Clark","0","0"
29118,"Lori","Miller","0","0"
1927,"Wanda","Leach","0","0"
29120,"Elizabeth","Willis","0","0"
1925,"David","Reyes","0","0"
29122,"Heather","Page","0","0"
29123,"Dylan","Baker","0","0"
29124,"Benjamin","Monroe","0","0"
1923,"Ryan","Short","0","0"
85,"Sheila","Miller","0","0"
29127,"Sharon","Medina","0","0"
29128,"Curtis","Pierce","0","0"
29129,"Bob","Morgan","0","0"
29131,"Karen","Sanchez","0","0"
84,"Cindy","Montgomery","0","0"
29133,"Matthew","Coleman","0","0"
29134,"Austin","Nelson","0","0"
1919,"Erin","Moss","0","0"
29136,"Sherri","Williams","0","0"
29137,"Mary","Sanders","0","0"
1918,"Mark","Becker","0","0"
33084,"Regina","Prince","0","0"
1917,"Laura","Lang","0","0"
1915,"Steven","Casey","0","0"
29143,"Johnny","Rosales","0","0"
29147,"Amber","Ballard","0","0"
29148,"William","Harris","0","0"
29150,"Erica","Hoffman","0","0"
79,"Veronica","Pitts","0","0"
29152,"Jacqueline","Fields","0","0"
29155,"Larry","White","0","0"
1913,"Stephanie","Lynn","0","0"
29158,"Michelle","Clark","0","0"
1910,"Michael","Patel","0","0"
1907,"Tyler","Morales","0","0"
1904,"Dakota","Barrera","0","0"
29162,"Kaitlin","Cook","0","0"
29163,"Bridget","James","0","0"
29164,"Michael","Sanchez","0","0"
29165,"Herbert","Martinez","0","0"
29166,"Amy","Miller","0","0"
29168,"Kevin","Lewis","0","0"
29170,"Donna","Williams","0","0"
1897,"Melissa","Price","0","0"
29174,"Christine","Perry","0","0"
1896,"Jon","Jackson","0","0"
33086,"Edward","Anderson","0","0"
1892,"Timothy","Webb","0","0"
29179,"Jade","Baker","0","0"
29184,"David","Perez","0","0"
1891,"Anthony","Hensley","0","0"
1889,"Jimmy","Parker","0","0"
29187,"Jeffrey","Avery","0","0"
29188,"Jennifer","Graham","0","0"
29190,"John","Paul","0","0"
29191,"Steven","Owens","0","0"
29192,"David","Smith","0","0"
1888,"Jeffrey","Garcia","0","0"
1884,"Michael","Hernandez","0","0"
1879,"Patricia","Blake","0","0"
29197,"Richard","Gomez","0","0"
1875,"Morgan","Perkins","0","0"
33087,"Dale","Roberts","0","0"
1873,"Lisa","White","0","0"
29202,"Stephanie","Vazquez","0","0"
29203,"Matthew","Wright","0","0"
29204,"Victoria","Anderson","0","0"
1872,"Amanda","Walker","0","0"
29206,"Justin","Anderson","0","0"
33088,"Donald","Dixon","0","0"
29209,"Jennifer","Morse","0","0"
1870,"Eric","Arnold","0","0"
1868,"Diane","Pena","0","0"
1867,"Nathan","Porter","0","0"
1866,"Gene","Montes","0","0"
29219,"Sean","Madden","0","0"
29220,"Rhonda","Contreras","0","0"
29223,"Samantha","Mills","0","0"
29224,"Manuel","Oconnell","0","0"
29225,"Antonio","Hampton","0","0"
1865,"Joanna","Figueroa","0","0"
29228,"Brandon","Cortez","0","0"
29229,"Cynthia","Wright","0","0"
1864,"Lori","Jensen","0","0"
29231,"Elizabeth","Webb","0","0"
29232,"Amanda","Michael","0","0"
29233,"Jason","Hanna","0","0"
1862,"Anthony","Robinson","0","0"
1860,"Daniel","Robinson","0","0"
1856,"Jennifer","Reed","0","0"
29239,"Frank","White","0","0"
33089,"Andrew","Blevins","0","0"
29241,"Patricia","Shaw","0","0"
1855,"Stephanie","Rhodes","0","0"
29244,"Benjamin","Smith","0","0"
29245,"Michael","Scott","0","0"
1851,"Jaime","Anderson","0","0"
1850,"Robert","Molina","0","0"
29249,"Kimberly","Harris","0","0"
1849,"Alyssa","Miller","0","0"
1843,"Anna","Hudson","0","0"
29255,"Rebecca","Cohen","0","0"
29257,"Cathy","Schultz","0","0"
29259,"Andrew","Smith","0","0"
29260,"Ethan","King","0","0"
29261,"Teresa","Powell","0","0"
29262,"James","Freeman","0","0"
1840,"Mackenzie","Hancock","0","0"
1839,"Lynn","Banks","0","0"
29265,"Erin","Wright","0","0"
1838,"Juan","Tran","0","0"
29267,"Keith","Clements","0","0"
29268,"Christopher","Sullivan","0","0"
1837,"Jennifer","Schultz","0","0"
29271,"Jenny","Brewer","0","0"
1835,"Mark","Fritz","0","0"
76,"Julie","Wagner","0","0"
29276,"Anthony","Cohen","0","0"
29277,"Veronica","Mack","0","0"
29278,"Donna","Rodriguez","0","0"
29279,"Angela","Leach","0","0"
1834,"Eric","Cowan","0","0"
29281,"Lisa","Grimes","0","0"
29282,"Jeffrey","Price","0","0"
29284,"Pedro","Kemp","0","0"
1833,"Julian","Lee","0","0"
29287,"Jennifer","Long","0","0"
29288,"Melissa","Serrano","0","0"
29289,"Dominique","Smith","0","0"
29290,"Valerie","Harris","0","0"
1832,"James","Moore","0","0"
1831,"Eric","Patton","0","0"
1830,"Judith","Howard","0","0"
29296,"Kelsey","Palmer","0","0"
29297,"Andrew","Galvan","0","0"
29298,"Paul","Sandoval","0","0"
29299,"Jacob","Macias","0","0"
29300,"Christopher","Watts","0","0"
1829,"Edward","Davis","0","0"
1824,"Debra","Chavez","0","0"
1820,"Sherry","George","0","0"
29304,"Lisa","Wilson","0","0"
29305,"Shannon","Parker","0","0"
29306,"Andrew","Cummings","0","0"
29307,"Ricky","Maddox","0","0"
1813,"Scott","Cabrera","0","0"
29310,"James","Alexander","0","0"
1811,"James","Edwards","0","0"
29312,"Brandon","Johnson","0","0"
29314,"Audrey","Jacobs","0","0"
1809,"Amanda","Macdonald","0","0"
1808,"Sara","Avila","0","0"
1807,"Michael","Wilson","0","0"
29318,"Lauren","Garrett","0","0"
29319,"Nicholas","Stewart","0","0"
29320,"Jennifer","Blake","0","0"
75,"Julie","Gonzales","0","0"
1806,"Nicholas","Kim","0","0"
29323,"Robert","Davis","0","0"
1804,"Kimberly","Greene","0","0"
29325,"Wendy","Young","0","0"
29326,"Brandon","Sullivan","0","0"
1802,"William","Washington","0","0"
29328,"Janet","Khan","0","0"
29329,"Sharon","Rodriguez","0","0"
29331,"Matthew","Miller","0","0"
1801,"Richard","Gillespie","0","0"
1800,"Lori","Haley","0","0"
1798,"Alyssa","Ellis","0","0"
29335,"Leslie","Wells","0","0"
1797,"Kristen","Edwards","0","0"
29337,"Erin","Griffin","0","0"
29338,"Natasha","Knapp","0","0"
73,"Johnny","Harper","0","0"
29341,"Marissa","Jackson","0","0"
29343,"Matthew","Wiggins","0","0"
29344,"David","Daniel","0","0"
29346,"Amy","Sampson","0","0"
29347,"Jared","Wise","0","0"
29348,"Theresa","Burke","0","0"
72,"Cameron","Bridges","0","0"
29351,"Megan","Blankenship","0","0"
29352,"Rachel","Fuller","0","0"
1796,"Courtney","Goodwin","0","0"
1794,"Ashley","Potter","0","0"
1793,"Anna","Ford","0","0"
1792,"Mark","Reyes","0","0"
29361,"Melissa","Keller","0","0"
1790,"Brittany","Bryant","0","0"
29363,"Brandon","Peterson","0","0"
1787,"Ethan","Burton","0","0"
1783,"Jonathan","Gilmore","0","0"
1782,"Lisa","Newman","0","0"
71,"Terri","Walters","0","0"
29368,"Michelle","Shannon","0","0"
1781,"Christina","Kirby","0","0"
1778,"Keith","Chandler","0","0"
29372,"Richard","Mcdonald","0","0"
29373,"Jean","Lopez","0","0"
29374,"Richard","Gutierrez","0","0"
29375,"Kristin","Chen","0","0"
29377,"Andrew","Woodward","0","0"
1777,"Michael","Williams","0","0"
29379,"Barbara","Orozco","0","0"
29381,"Dennis","Sampson","0","0"
29382,"Samantha","Braun","0","0"
29383,"Brian","Scott","0","0"
29384,"Matthew","Davis","0","0"
33096,"Amanda","Wolf","0","0"
29387,"Robert","Nixon","0","0"
1775,"Arthur","Lin","0","0"
29393,"Kelly","Bolton","0","0"
29394,"Stephanie","Morales","0","0"
29396,"Taylor","Montoya","0","0"
29397,"Michael","Sullivan","0","0"
29398,"Shawn","Shea","0","0"
29399,"Jim","Whitaker","0","0"
1774,"Richard","Garcia","0","0"
1772,"Charlotte","Wheeler","0","0"
1770,"Rebecca","Mccarty","0","0"
1768,"Douglas","Newman","0","0"
29406,"Stanley","Morton","0","0"
33097,"Tyler","Miles","0","0"
1766,"Isaac","Williams","0","0"
29411,"Elizabeth","Underwood","0","0"
29412,"Jennifer","Martinez","0","0"
29413,"Catherine","Dougherty","0","0"
29414,"Robin","Rivera","0","0"
29415,"Thomas","Young","0","0"
1765,"Samuel","Smith","0","0"
29417,"Ashley","Butler","0","0"
1764,"Angela","Melton","0","0"
29419,"Susan","Giles","0","0"
29420,"Allison","Evans","0","0"
33098,"Michele","Jackson","0","0"
1762,"Joshua","Richardson","0","0"
29423,"Katelyn","Santos","0","0"
29424,"Adam","Cox","0","0"
29425,"Rhonda","Castaneda","0","0"
29426,"Ronald","Simon","0","0"
29427,"Samuel","Combs","0","0"
29428,"Catherine","Barron","0","0"
29429,"Daniel","Price","0","0"
29430,"Barbara","Scott","0","0"
29432,"Jamie","Jackson","0","0"
29433,"Kevin","Carson","0","0"
29435,"Matthew","Mcgrath","0","0"
29436,"Pamela","Lambert","0","0"
1752,"Olivia","Weber","0","0"
1750,"Katherine","Gonzales","0","0"
1749,"Parker","Lewis","0","0"
29440,"David","Mcdaniel","0","0"
1748,"Victoria","Sanders","0","0"
29443,"Valerie","Spears","0","0"
29444,"Vernon","Jones","0","0"
1743,"Gregory","Alexander","0","0"
29446,"Lisa","Perez","0","0"
29447,"Joseph","Scott","0","0"
33099,"Joseph","Olsen","0","0"
1742,"Brandi","Vega","0","0"
29451,"James","Wright","0","0"
29452,"Albert","Le","0","0"
29453,"Melissa","Mason","0","0"
29455,"Billy","Jones","0","0"
29456,"Anthony","Moore","0","0"
1741,"Donna","Nguyen","0","0"
29459,"David","Nelson","0","0"
70,"Laura","Taylor","0","0"
1738,"Carlos","Yates","0","0"
29465,"Colleen","Diaz","0","0"
29466,"Brooke","Lopez","0","0"
1737,"Jennifer","Pace","0","0"
1735,"Ruth","Hebert","0","0"
1734,"Chelsey","Torres","0","0"
29471,"Alexis","Taylor","0","0"
29472,"Carrie","Kim","0","0"
29473,"Brian","Thompson","0","0"
68,"Ryan","Hunter","0","0"
29475,"Barbara","Brown","0","0"
29476,"John","Larson","0","0"
29477,"Sherry","Price","0","0"
29478,"Christina","Jenkins","0","0"
29479,"Christopher","Guerra","0","0"
1733,"Gregory","Diaz","0","0"
1732,"Donna","Andrade","0","0"
29483,"Debra","Phillips","0","0"
33102,"Craig","Moses","0","0"
67,"Erika","Mclaughlin","0","0"
1730,"Rachael","Spencer","0","0"
1729,"Kristi","Savage","0","0"
29490,"Tina","Ellis","0","0"
29491,"Kylie","Huffman","0","0"
29492,"Steven","Weber","0","0"
1727,"Barry","Rodgers","0","0"
29494,"Lisa","Hernandez","0","0"
1726,"Candace","Osborne","0","0"
1725,"Kelly","Molina","0","0"
29497,"Karen","Hammond","0","0"
29498,"Ashley","Anderson","0","0"
64,"Aaron","Grant","0","0"
29501,"Scott","Wheeler","0","0"
29502,"Zachary","Shaffer","0","0"
1724,"Steven","Robertson","0","0"
1723,"Logan","Gonzalez","0","0"
1722,"Lacey","Herrera","0","0"
29507,"Blake","Townsend","0","0"
29509,"Heather","Holland","0","0"
1721,"Claudia","Hobbs","0","0"
1720,"Kyle","Roberts","0","0"
29512,"James","White","0","0"
29513,"Michael","Gill","0","0"
29514,"Ashley","Davis","0","0"
29515,"Natalie","Kirby","0","0"
29516,"Natasha","Flores","0","0"
29517,"Erik","Ortiz","0","0"
1717,"Zachary","Flores","0","0"
1716,"Timothy","Brown","0","0"
29521,"Lisa","Orozco","0","0"
29522,"Robert","Yates","0","0"
1713,"Rickey","Johnson","0","0"
29524,"Samantha","Roman","0","0"
1711,"Kevin","Smith","0","0"
29527,"Raven","Rodriguez","0","0"
29529,"Whitney","Garza","0","0"
29531,"Don","Andrade","0","0"
29532,"Marcus","Chavez","0","0"
1710,"Christopher","Baker","0","0"
1705,"Vanessa","Parsons","0","0"
29535,"Kathy","Graham","0","0"
29537,"Kenneth","Kramer","0","0"
1703,"William","Sanchez","0","0"
29539,"Peter","Davis","0","0"
29540,"Teresa","Jackson","0","0"
29541,"Stephanie","Wood","0","0"
29542,"Cheryl","Kirby","0","0"
29543,"Preston","Thompson","0","0"
29544,"Jane","Parker","0","0"
29546,"Julia","Carrillo","0","0"
29547,"Mikayla","Mills","0","0"
29548,"Maria","Nelson","0","0"
29549,"Debra","Stanley","0","0"
29550,"Robert","Snyder","0","0"
29551,"Michael","Nelson","0","0"
29552,"David","Harrison","0","0"
33105,"Stephanie","Brown","0","0"
29554,"Paul","Griffin","0","0"
1702,"Jordan","Burke","0","0"
1697,"Sandra","Medina","0","0"
1694,"Gary","Martinez","0","0"
1693,"Tammy","Henry","0","0"
1692,"Edwin","Morris","0","0"
29562,"Cynthia","Fowler","0","0"
1691,"John","Davis","0","0"
29564,"Kristin","Chavez","0","0"
29565,"Ralph","Hayes","0","0"
29567,"Crystal","Johnson","0","0"
29568,"Elizabeth","Brandt","0","0"
29570,"Samuel","Hughes","0","0"
1690,"Anna","Greene","0","0"
29573,"Patricia","Paul","0","0"
33106,"David","Riddle","0","0"
29575,"Amber","Weiss","0","0"
29576,"Andrew","Walker","0","0"
29577,"Christopher","Maldonado","0","0"
1688,"Christina","Snow","0","0"
29579,"Jennifer","Payne","0","0"
29581,"Christopher","Young","0","0"
29582,"James","Atkinson","0","0"
1686,"Kevin","Hunter","0","0"
29585,"Stephanie","Johnson","0","0"
29586,"Angela","Frye","0","0"
29587,"Nathaniel","Johnson","0","0"
29588,"Samantha","Clark","0","0"
29589,"Stephen","Mcknight","0","0"
29590,"Gary","Tran","0","0"
29591,"Teresa","Benton","0","0"
29592,"Patrick","Hensley","0","0"
29593,"Emma","Rodriguez","0","0"
1684,"Kimberly","Nunez","0","0"
29595,"Cassandra","Roberts","0","0"
29597,"Robert","Sandoval","0","0"
29598,"Alexis","Edwards","0","0"
29599,"Keith","May","0","0"
29600,"Craig","Chapman","0","0"
29601,"Zachary","Payne","0","0"
29602,"Dawn","Martinez","0","0"
29604,"Charles","Taylor","0","0"
1683,"Katherine","Hutchinson","0","0"
1681,"Ivan","Christian","0","0"
29607,"Rhonda","Hendrix","0","0"
29608,"Kenneth","Hall","0","0"
1679,"Michelle","Ruiz","0","0"
29611,"Elizabeth","Kramer","0","0"
29612,"Nicholas","Underwood","0","0"
1677,"Billy","Stone","0","0"
29615,"Mary","Dennis","0","0"
29616,"Tami","Park","0","0"
29617,"Brittany","Hester","0","0"
29618,"Wayne","Glover","0","0"
29620,"Richard","Watts","0","0"
1675,"Michael","Lambert","0","0"
1674,"Bruce","Woods","0","0"
29623,"Morgan","Floyd","0","0"
29624,"Nicole","Rios","0","0"
29625,"Anne","Moore","0","0"
1672,"Crystal","Anderson","0","0"
1671,"Matthew","Wade","0","0"
29628,"Michelle","Larson","0","0"
29629,"Melissa","Brady","0","0"
29630,"Laura","King","0","0"
1669,"Shane","Martinez","0","0"
29632,"Donna","Anderson","0","0"
29634,"April","Adams","0","0"
1666,"Amy","Rodriguez","0","0"
29638,"Dorothy","Tanner","0","0"
29640,"Christina","Charles","0","0"
29641,"Christina","Scott","0","0"
29642,"Jennifer","Mccoy","0","0"
1664,"Danielle","Smith","0","0"
29644,"Cody","Watson","0","0"
1662,"Alexander","Figueroa","0","0"
33107,"Frederick","Blanchard","0","0"
29647,"Jason","Gregory","0","0"
29648,"Rachael","Smith","0","0"
1661,"Patricia","Riley","0","0"
1657,"Laurie","Cook","0","0"
29653,"David","Castaneda","0","0"
29654,"Jamie","Watts","0","0"
29655,"John","Cochran","0","0"
29656,"Richard","Davis","0","0"
1656,"Scott","King","0","0"
1655,"Heather","Woods","0","0"
29659,"Jesse","Miller","0","0"
1654,"Brenda","Cortez","0","0"
29661,"Jean","Carroll","0","0"
1653,"Lauren","Brown","0","0"
29664,"Julie","Benson","0","0"
29665,"Robert","Fox","0","0"
1651,"Suzanne","Johnson","0","0"
29667,"Caleb","Ball","0","0"
29668,"Gloria","Page","0","0"
1650,"Sandra","Salazar","0","0"
29671,"Anthony","Malone","0","0"
29675,"Nicholas","Garcia","0","0"
29677,"Shannon","Jimenez","0","0"
63,"Joseph","Ross","0","0"
29679,"Nancy","Williams","0","0"
29680,"Mary","Delgado","0","0"
1648,"James","Medina","0","0"
29682,"Leon","Reed","0","0"
1647,"Robert","Hester","0","0"
29684,"Deborah","Pitts","0","0"
1640,"Andrea","Wilson","0","0"
29687,"Deborah","May","0","0"
29690,"Larry","Campbell","0","0"
1639,"Brittany","Green","0","0"
1637,"Jack","Williams","0","0"
29693,"Jane","Lin","0","0"
1636,"Elizabeth","Salazar","0","0"
29696,"Jennifer","Graham","0","0"
29698,"Kayla","Barker","0","0"
29699,"Zachary","Porter","0","0"
1634,"Frank","Cole","0","0"
29701,"Michael","Walters","0","0"
29702,"Amber","Andrews","0","0"
1632,"James","Reese","0","0"
29704,"Ethan","Lara","0","0"
1630,"Andrea","Ross","0","0"
29706,"Tammy","Fernandez","0","0"
29707,"Melissa","Sims","0","0"
29708,"Scott","Patterson","0","0"
29709,"Lisa","Perez","0","0"
29710,"Melissa","Powers","0","0"
62,"Sarah","Mclean","0","0"
33113,"Aaron","Clark","0","0"
1628,"Anne","White","0","0"
29715,"Kathryn","Mendoza","0","0"
29716,"Angela","Hunter","0","0"
1626,"Kristen","Collins","0","0"
29718,"Lindsay","Maxwell","0","0"
29719,"Tracy","Blackburn","0","0"
1625,"Catherine","Atkinson","0","0"
29722,"Karen","Smith","0","0"
1624,"Kevin","Ritter","0","0"
29725,"Caitlin","Marsh","0","0"
29726,"Steven","Nelson","0","0"
29729,"Charles","Smith","0","0"
29730,"Kevin","Jackson","0","0"
1623,"Mary","Daniel","0","0"
1622,"Rita","Myers","0","0"
33114,"Patrick","Lynch","0","0"
29736,"Mark","Olson","0","0"
29738,"Shane","Sandoval","0","0"
29739,"Alyssa","Phillips","0","0"
1621,"Nancy","Lopez","0","0"
29742,"Donna","Jones","0","0"
29744,"Amanda","Taylor","0","0"
33115,"Matthew","Hawkins","0","0"
29748,"Wendy","Fuentes","0","0"
29749,"Julia","Mendoza","0","0"
29751,"Whitney","Duran","0","0"
29752,"Eric","Patel","0","0"
29753,"Michael","Robinson","0","0"
29754,"Corey","Chavez","0","0"
29755,"Steven","Perez","0","0"
29758,"Amy","Donaldson","0","0"
1620,"Jared","Taylor","0","0"
29760,"Mary","Fisher","0","0"
29761,"Denise","King","0","0"
1614,"James","Jones","0","0"
29763,"Nicole","Patterson","0","0"
29764,"Mark","Franklin","0","0"
29765,"Jesus","Shepherd","0","0"
1611,"Jeffery","Barnes","0","0"
1609,"Kristin","Wilkins","0","0"
29769,"Jane","Porter","0","0"
29770,"Nicole","Walton","0","0"
1608,"Michael","Morrison","0","0"
29772,"Laura","Martinez","0","0"
29774,"Justin","Patel","0","0"
33116,"Emily","Jackson","0","0"
29776,"Christian","Roberts","0","0"
29777,"Valerie","Salazar","0","0"
29778,"Lisa","Rojas","0","0"
29779,"Jerry","Scott","0","0"
1605,"Lee","Villarreal","0","0"
29781,"Bridget","Cruz","0","0"
29783,"Jill","Perez","0","0"
29784,"William","Chavez","0","0"
61,"Shannon","Brown","0","0"
1604,"Angela","Rhodes","0","0"
1598,"Elizabeth","Williams","0","0"
29789,"Gregory","Mckay","0","0"
29792,"John","Roberson","0","0"
1591,"Kevin","Elliott","0","0"
29795,"Margaret","Carroll","0","0"
1589,"John","Thomas","0","0"
29797,"Andrew","Pratt","0","0"
29798,"Kristen","Murray","0","0"
29799,"Rachel","Jarvis","0","0"
1586,"Kirk","Torres","0","0"
29802,"Clinton","Hansen","0","0"
29803,"Anthony","Vaughn","0","0"
29805,"William","Hunt","0","0"
29806,"Joshua","Kline","0","0"
1585,"Andrea","Pierce","0","0"
1583,"Barry","Sullivan","0","0"
29809,"John","Day","0","0"
1582,"Linda","Hall","0","0"
29811,"Joseph","James","0","0"
29812,"James","Joseph","0","0"
29813,"Shawn","Underwood","0","0"
1575,"Rachel","Hernandez","0","0"
29815,"Alicia","Brown","0","0"
1574,"Maxwell","Walker","0","0"
1573,"Scott","Singh","0","0"
29818,"Don","Torres","0","0"
29819,"Colleen","Henderson","0","0"
29822,"Joy","Brown","0","0"
29823,"Ashley","Ramos","0","0"
29824,"Jeffrey","Macias","0","0"
29826,"William","Mclaughlin","0","0"
29827,"Christopher","Dominguez","0","0"
1570,"Jeanne","Myers","0","0"
29831,"Danielle","Newman","0","0"
29832,"Joseph","Webb","0","0"
1567,"Laura","Frederick","0","0"
29834,"Ronald","Dawson","0","0"
1565,"Brenda","Robinson","0","0"
60,"Jesse","Jacobson","0","0"
57,"Brenda","Thomas","0","0"
29840,"Thomas","Brown","0","0"
1561,"Kenneth","Boyd","0","0"
29844,"Kathy","Lucas","0","0"
1560,"Linda","Stephens","0","0"
29847,"Laura","Jones","0","0"
29848,"James","Blanchard","0","0"
1553,"Dawn","Lewis","0","0"
1552,"James","Lucas","0","0"
29854,"Kari","Ortiz","0","0"
29855,"Manuel","Jones","0","0"
1550,"Kelly","Bennett","0","0"
29859,"Joshua","Doyle","0","0"
1547,"Lori","Chandler","0","0"
1546,"Steven","Lawrence","0","0"
56,"James","Wood","0","0"
29866,"Erin","Andrade","0","0"
29867,"Clayton","Gonzalez","0","0"
