"readerid","firstname","lastname","genrename","readcount"
26273,"Christopher","Parker","Accounting","4"
26274,"Jason","Smith","Information Technology","4"
26276,"Samantha","Martin","Chemistry","4"
26277,"John","Rosario","Autobiography","4"
26278,"Nicholas","Hill","Biography","4"
26279,"Tara","Luna","Dentistry","4"
26280,"Angela","Chandler","Mystery","4"
26281,"Erica","Jackson","Education","4"
26282,"Amanda","Hill","Accounting","4"
26283,"Joseph","Kelley","Fiction","4"
26284,"Raymond","Smith","Anthropology","4"
26285,"Joshua","Green","Accounting","4"
26286,"Ryan","Fletcher","Autobiography","4"
26287,"Kathy","Hughes","Health","4"
26288,"Jamie","Daniels","Self-Help","4"
26289,"Danielle","Pacheco","Art","4"
26290,"Emily","Russell","Comics","4"
26291,"James","Graham","Chemistry","4"
26292,"Elizabeth","Carson","Fitness","4"
26293,"Kristy","Romero","Children","4"
26294,"Adam","Snyder","Journalism","4"
26295,"Laurie","Hubbard","Anthropology","4"
26296,"Melissa","Gibson","Accounting","4"
26297,"Kurt","Johnson","Children","4"
26298,"Toni","Daniels","Marketing","4"
26299,"Lorraine","Collier","Philosophy","4"
26300,"Andrew","Anderson","Fitness","4"
26301,"Leah","Newton","Anthropology","4"
26302,"Rhonda","Howell","Religion","4"
26303,"Todd","Mcgee","Health","4"
26304,"Robert","Howard","Business","4"
26305,"Charles","Parrish","Psychiatry","4"
26306,"Jennifer","Chavez","Political Science","8"
26307,"John","Davies","Psychology","4"
26308,"Meghan","Acosta","Veterinary","4"
26309,"Sara","Henderson","Consulting","4"
26310,"Lisa","Pearson","Innovation","4"
26311,"Aaron","Allen","Mathematics","4"
26312,"Elizabeth","Hart","Accounting","4"
26314,"Jill","Holland","Biology","4"
26315,"Kimberly","Wagner","Dentistry","4"
26316,"Timothy","Blanchard","Theology","4"
26317,"Bryan","Sosa","Finance","4"
26318,"Jason","Maldonado","Engineering","4"
26319,"Michelle","Mayer","Engineering","4"
26320,"Brian","Durham","Comics","4"
26321,"James","Roth","Education","4"
26322,"David","Pace","Psychiatry","4"
26323,"Omar","Davis","Fantasy","4"
26324,"Stephanie","Kaiser","Cooking","4"
26325,"Shelly","Carey","Horror","4"
26327,"Austin","Rivers","Pharmacy","4"
26328,"Emily","Blair","History","8"
26329,"Mark","Williams","Fitness","4"
26330,"David","Martinez","Finance","8"
26331,"Gwendolyn","Chapman","Biology","4"
26332,"Carol","Chandler","Biography","4"
26333,"Keith","Jackson","Dentistry","4"
26334,"Amber","Holland","Customer Service","4"
26335,"Steven","Turner","Anthropology","4"
26336,"Guy","Leon","Film","4"
26337,"Justin","Lewis","Accounting","4"
26338,"Jade","Torres","Comics","4"
26340,"Robert","Lee","Consulting","4"
26341,"Donna","Clements","Autobiography","4"
26342,"Jacqueline","Knapp","Criminal Justice","4"
26343,"Steven","Martinez","Supply Chain","4"
26344,"Ashley","Morrison","Logistics","8"
26345,"Mark","Hall","Physics","4"
26346,"Danielle","Stephens","Poetry","4"
26347,"Kristie","Snyder","Spirituality","4"
26348,"Shawn","Foster","Psychiatry","4"
26349,"Amber","Sanchez","Business","4"
26350,"Kerry","Park","Film","4"
26351,"Karen","Weber","Biography","4"
26352,"Timothy","May","Politics","8"
26353,"Kevin","Marks","Technology","4"
26354,"Jason","Miller","Autobiography","4"
26355,"Ronald","Cooper","Engineering","4"
26356,"Michael","Montes","Psychiatry","4"
26357,"Todd","Douglas","Comics","4"
26359,"Zachary","Powell","Autobiography","4"
26360,"Pamela","Crosby","Engineering","4"
26361,"Caleb","Flores","Fitness","4"
26362,"Nicholas","Graves","Education","4"
26363,"Kelly","Gray","Drama","8"
26364,"Jennifer","Fernandez","Horror","4"
26365,"Amy","Green","Psychiatry","4"
26366,"Ethan","Villanueva","Film","4"
26367,"Garrett","Alvarez","Journalism","4"
26368,"Lisa","Marshall","Dance","4"
26369,"Elizabeth","Rios","Computer Science","4"
26371,"Sheila","Cooper","Religion","4"
26372,"Katelyn","Rivera","Logistics","4"
26373,"Richard","Johnson","Leadership","4"
26374,"Cathy","Alexander","Health","4"
26375,"William","Smith","Biography","4"
26376,"Jason","Anderson","Anthropology","4"
26377,"Bernard","Johnson","Biology","4"
26378,"Stephen","David","Medicine","4"
26379,"Joseph","Jones","Information Technology","4"
26380,"Valerie","Harris","Fiction","4"
26381,"Gary","Carr","Children","4"
26382,"Laura","Boyer","Psychology","4"
26383,"Carlos","Jackson","Technology","8"
26384,"Tanya","Murphy","Accounting","4"
26385,"Thomas","Smith","Political Science","4"
26386,"Kristen","Schmitt","History","4"
26387,"Thomas","Richards","Mathematics","4"
26388,"Melissa","Graham","Biography","4"
26389,"Kimberly","Webb","Consulting","4"
26391,"Denise","Maxwell","Health","4"
26392,"Carla","Fox","Autobiography","4"
26393,"Mary","Norman","Drama","4"
26394,"Marcus","Taylor","Veterinary","4"
26395,"Brianna","Barnes","Autobiography","4"
26396,"Willie","Stewart","Art","4"
26397,"Mike","Williams","Anthropology","4"
26398,"Jimmy","Chase","Fantasy","4"
26399,"Bradley","Wyatt","Business","4"
26400,"Jeremy","Castillo","Customer Service","4"
26401,"Elizabeth","Schmidt","Medicine","4"
26402,"Nicole","Burton","Biology","4"
26403,"Darren","Day","Film","4"
26404,"Michelle","Edwards","Autobiography","4"
26406,"Beth","Thomas","Accounting","4"
26407,"Bradley","Drake","Drama","4"
26408,"Danny","Thornton","History","4"
26409,"Erica","Mcgee","Computer Science","4"
26410,"Luis","Jones","Education","4"
26411,"Joseph","Harding","Chemistry","4"
26412,"Victor","White","Business","4"
26413,"Caleb","Thompson","Accounting","4"
26414,"Melissa","Newman","Health","4"
26415,"Luke","Reed","Economics","4"
26417,"Corey","Crane","Biography","4"
26418,"Jade","Smith","Management","4"
26420,"Carmen","Stout","Business","4"
26421,"Christina","Clark","Fitness","4"
26422,"Brian","Dunlap","Theatre","4"
26423,"Angela","Ruiz","Customer Service","4"
26424,"Erika","Pittman","Politics","8"
26425,"Jose","Clarke","Geography","4"
26426,"Edwin","Hendricks","Pharmacy","4"
26427,"Ann","Gonzalez","Business","4"
26428,"Nicholas","Sexton","Dentistry","4"
26429,"Brian","Moore","Cooking","4"
26430,"Thomas","Yoder","Political Science","4"
26432,"Samantha","Barber","Customer Service","4"
26433,"Melanie","Mccoy","Chemistry","4"
26434,"Brandi","Chapman","Engineering","8"
26435,"Tonya","Hickman","Chemistry","4"
26436,"Melissa","Sutton","Law","4"
26437,"Ryan","Ray","Biology","4"
26438,"Erin","Sanders","Cooking","4"
26439,"Kathryn","Price","Drama","4"
26440,"Jennifer","Rice","Engineering","4"
26441,"Tiffany","Shelton","Comics","4"
26442,"Rachel","Keith","Business","4"
26443,"Pamela","Buck","Mathematics","4"
26444,"Deborah","Tran","Business","4"
26446,"Carol","Sullivan","Education","4"
26447,"Samuel","Andrews","Mathematics","4"
26448,"John","Carter","Politics","4"
26449,"Jose","Campbell","Consulting","4"
26450,"Connor","Alvarez","Law","4"
26451,"David","Thompson","Leadership","4"
26452,"Margaret","Jones","Fantasy","4"
26454,"Rachel","Khan","Economics","4"
26455,"Amanda","Grant","Dance","4"
26457,"Allison","Williams","Children","4"
26458,"Pamela","Manning","Anthropology","4"
26459,"Brian","Grant","Leadership","4"
26460,"James","Koch","Theatre","8"
26461,"Desiree","Clark","Leadership","4"
26462,"Justin","Gutierrez","Customer Service","4"
26463,"David","Gregory","Biography","4"
26464,"Fernando","Diaz","Customer Service","4"
26465,"Alexandra","Colon","Consulting","4"
26466,"Denise","Fisher","Human Resources","4"
26467,"Linda","Smith","Accounting","4"
26468,"Lori","Lane","Chemistry","4"
26469,"Brian","Fitzgerald","Computer Science","4"
26470,"Larry","Lewis","Cooking","4"
26471,"Gerald","Shah","Biology","4"
26472,"Phillip","Torres","Management","4"
26473,"Derrick","Burns","Drama","4"
26474,"Eric","Brown","Comics","4"
26475,"Candice","Horton","Engineering","4"
26476,"Brandon","Nichols","Literature","4"
26477,"Gerald","Jones","Engineering","4"
26478,"Alexandria","Edwards","Accounting","4"
26479,"Sheila","Riley","Business","4"
26480,"Justin","Vance","Biology","4"
26481,"Jacqueline","Green","Fiction","4"
26482,"Jamie","Smith","Journalism","8"
26483,"Samantha","Long","Children","4"
26484,"Jason","Wilson","Cooking","4"
26485,"Daniel","Robinson","Criminal Justice","4"
26487,"Bill","Miles","Drama","4"
26488,"Michael","Hodges","Business","4"
26489,"Taylor","Villarreal","Anthropology","4"
26490,"Melanie","Calderon","Consulting","4"
26491,"Christine","Fitzpatrick","Drama","4"
26492,"Thomas","Benson","Radio","4"
26493,"Clayton","Green","Law","4"
26494,"Joshua","Smith","Anthropology","4"
26495,"Robert","Frazier","Computer Science","4"
26496,"Ana","Ramirez","Science","4"
26497,"Deborah","Anderson","Autobiography","4"
26498,"Kristen","Wiggins","Education","4"
26499,"Mallory","Adams","Anthropology","4"
26500,"Alexander","Wright","Biology","4"
26501,"Stephanie","Garcia","Management","4"
26502,"Jose","Jensen","Anthropology","4"
26503,"Jonathan","Byrd","Cooking","4"
26504,"Samantha","Scott","Biography","4"
26505,"James","Gutierrez","Film","4"
26506,"Stephanie","Conway","Poetry","4"
26507,"Lisa","Campbell","Comics","4"
26508,"Karen","Norris","Children","4"
26509,"Theresa","Swanson","Horror","4"
26510,"John","Smith","Human Resources","4"
26511,"Jill","Brewer","Business","4"
26512,"David","Rogers","Nursing","4"
26513,"Tammy","Reed","Science","8"
26514,"John","Rodriguez","Autobiography","4"
26515,"Tiffany","Williams","Poetry","4"
26516,"Brenda","Johnson","Economics","4"
26517,"Mary","Dixon","Politics","8"
26518,"Natasha","Barnes","Film","4"
26519,"Eric","Spencer","Strategy","4"
26520,"Diana","Ferguson","Anthropology","4"
26521,"Leah","Thomas","Biography","4"
26522,"Kristin","Robertson","Geography","4"
26523,"Heather","Perez","Fitness","4"
26524,"Sandra","Singh","Criminal Justice","4"
26525,"Eugene","Hunter","Consulting","4"
26526,"Kelsey","Barry","Children","4"
26527,"Billy","Stuart","Autobiography","4"
26528,"Jason","Welch","Entrepreneurship","4"
26529,"Michael","Martinez","Chemistry","4"
26530,"David","Elliott","Chemistry","4"
26531,"Mike","Knight","Fitness","4"
26532,"Emily","Hart","Finance","4"
26533,"Sarah","Anderson","Fantasy","4"
26534,"Hannah","Harris","Comics","4"
26535,"Jenny","Benton","Pharmacy","8"
26536,"Pamela","Joseph","Children","4"
26538,"Jonathon","Curtis","Dentistry","4"
26539,"William","Butler","Anthropology","4"
26540,"Christopher","Moreno","Entrepreneurship","4"
26541,"Jesus","Frank","Business","4"
26542,"Erin","Richardson","Information Technology","4"
26543,"Michelle","Lopez","Autobiography","4"
26544,"Michelle","Wilson","Finance","4"
26545,"Michael","Carter","Theology","4"
26546,"Patricia","Williams","Marketing","4"
26547,"Katherine","Johnson","Comics","4"
26548,"Timothy","Simmons","Chemistry","4"
26549,"Emily","Brock","Fantasy","4"
26550,"Jonathan","Ray","Graphic Novel","4"
26551,"Nicole","Guzman","Horror","4"
26552,"Matthew","Pennington","Entrepreneurship","4"
26553,"Gabriella","Williams","Customer Service","4"
26554,"Scott","Monroe","Drama","4"
26555,"Michael","Mcdonald","Education","4"
26556,"Dakota","Little","Chemistry","8"
26557,"Michelle","Mckee","Psychiatry","4"
26558,"Jesus","Mack","Fitness","4"
26559,"Tanner","Edwards","Dance","4"
26560,"Kristine","Cunningham","History","4"
26561,"Jason","Meyer","Thriller","8"
26562,"Jeremy","Burke","Economics","4"
26563,"Christy","Johnson","Chemistry","4"
26564,"Sheila","Chambers","Graphic Novel","8"
26565,"Aaron","Cooper","Technology","4"
26566,"Peter","Scott","History","8"
26567,"Mary","Garrett","Art","4"
26568,"Darlene","Suarez","Dentistry","4"
26569,"Brian","Ross","Mystery","4"
26570,"Jesse","Webster","Logistics","4"
26571,"Peter","Jones","Education","4"
26572,"Ashley","Castro","Accounting","4"
26573,"Jeffrey","Montgomery","Strategy","8"
26574,"Darrell","Perez","Young Adult","4"
26575,"Miguel","Harris","Dance","4"
26576,"Melissa","Edwards","Theatre","4"
26577,"Juan","White","Mathematics","4"
26578,"Terri","Vazquez","Technology","4"
26579,"Stephen","Martin","Biology","4"
26580,"Alexandra","Bennett","Anthropology","4"
26581,"Ashley","Payne","Geography","4"
26583,"Lisa","Palmer","Politics","4"
26584,"Patrick","Glover","Theatre","4"
26585,"Shannon","Hill","Spirituality","4"
26586,"Amy","Neal","Law","8"
26587,"Stefanie","Miranda","Human Resources","4"
26588,"Christopher","Kaiser","Human Resources","8"
26589,"Stephanie","Turner","Anthropology","4"
26590,"Travis","Pena","Accounting","8"
26592,"Rachel","Stevens","Horror","4"
26593,"Katherine","Chapman","Customer Service","4"
26594,"Angela","Lewis","Dance","4"
26595,"Angela","Shah","Criminal Justice","4"
26596,"Matthew","Stewart","Art","4"
26597,"Andres","Guzman","Anthropology","4"
26598,"Dana","Webb","Criminal Justice","4"
26599,"Raymond","Kane","Mystery","4"
26600,"Matthew","Henderson","Customer Service","4"
26601,"Lisa","Mcdonald","Law","4"
26602,"Bryan","Huff","Art","4"
26603,"Jasmine","Mahoney","Biology","4"
26604,"Stephen","Roy","Leadership","4"
26606,"Michael","Garcia","Education","4"
26607,"Christine","Knight","Religion","4"
26608,"Alicia","Cummings","Pharmacy","4"
26609,"Jason","Stevens","Consulting","4"
26610,"Jamie","Ho","Journalism","4"
26611,"Amanda","Carter","Children","4"
26612,"Brian","Anderson","Art","4"
26613,"Sharon","Peterson","Leadership","4"
26615,"Nicole","Nielsen","Information Technology","4"
26616,"Valerie","Smith","Television","8"
26617,"Lacey","Martin","Information Technology","4"
26618,"Nicole","Pacheco","Autobiography","4"
26619,"Adrian","Lamb","Business","4"
26620,"Tina","Gonzalez","Comics","4"
26622,"Anthony","Lopez","Biography","4"
26623,"Emily","Johnson","Cooking","8"
26624,"Katelyn","Erickson","Computer Science","4"
26625,"Debbie","Benson","Comics","4"
26626,"Karina","Nguyen","Cooking","4"
26627,"Jesse","Martin","Comics","4"
26628,"Joanne","Blanchard","Comics","4"
26629,"Monique","Salazar","Computer Science","4"
26630,"Kendra","Marsh","Law","4"
26631,"Tammy","Navarro","Poetry","4"
26632,"Stephanie","Rodriguez","Radio","4"
26633,"Jennifer","Ford","Engineering","4"
26634,"Paul","Knapp","Thriller","4"
26635,"Peter","Smith","Graphic Novel","8"
26636,"Ana","Diaz","Autobiography","4"
26637,"Laura","Wang","Customer Service","4"
26638,"Daniel","Jenkins","Cooking","4"
26639,"Emma","Matthews","Autobiography","4"
26640,"Daniel","Norris","Innovation","4"
26641,"Gregory","Holt","Education","4"
26642,"Roberto","Cain","Geography","4"
26643,"Jacqueline","Davis","Art","4"
26644,"Cindy","Rodriguez","Children","4"
26645,"Amber","Anderson","Mystery","4"
26646,"James","Lynch","Pharmacy","4"
26647,"Matthew","Sandoval","Law","4"
26648,"Christopher","Lang","Health","8"
26649,"Michelle","Torres","Chemistry","4"
26650,"Alexander","Holland","Education","4"
26652,"Taylor","Richardson","Fantasy","4"
26653,"Jonathan","Stone","Horror","4"
26654,"Jenna","Howe","Economics","4"
26655,"Stephanie","Brown","Fiction","4"
26656,"Darryl","Rodriguez","Comics","4"
26657,"Wendy","Johnson","Film","4"
26658,"Jennifer","Morrison","Comics","4"
26659,"Luis","Odonnell","Comics","4"
26661,"Angela","Rollins","Pharmacy","4"
26662,"Steven","Boyd","Criminal Justice","4"
26663,"Kendra","Sawyer","Anthropology","4"
26664,"Jessica","Calhoun","Cooking","4"
26665,"Travis","Williams","Biology","8"
26666,"Alice","Marquez","Comics","4"
26667,"Sean","Edwards","Biography","4"
26668,"Michael","Lane","Autobiography","4"
26669,"Cheryl","James","Chemistry","4"
26670,"Timothy","White","Children","4"
26671,"Nicholas","Marshall","Chemistry","4"
26672,"Brian","Morgan","Innovation","4"
26674,"Jeffrey","Abbott","Horror","4"
26675,"Emily","Mcdaniel","Fiction","4"
26676,"Laura","Norton","Physics","8"
26677,"Robin","Oliver","Radio","4"
26678,"Jose","Hunt","Drama","4"
26679,"Carol","Olson","Comics","4"
26680,"Julie","Rush","Health","4"
26681,"Benjamin","Lewis","Economics","4"
26682,"Michael","Contreras","Finance","4"
26683,"Christine","Howard","Biography","4"
26684,"Rachel","Levy","Computer Science","4"
26685,"Brandy","Martinez","Operations","4"
26686,"Brandon","Sullivan","Children","4"
26687,"Howard","Harvey","Children","4"
26688,"Lawrence","Bruce","Anthropology","4"
26689,"Cynthia","Martinez","Logistics","4"
26690,"Ashley","Houston","Criminal Justice","4"
26691,"Alex","Levine","Chemistry","4"
26692,"Jessica","Hicks","Journalism","4"
26693,"Brittany","Thomas","Accounting","4"
26694,"Tina","Reed","Computer Science","4"
26695,"Janet","Barajas","Anthropology","4"
26696,"Adrian","Adams","Biography","4"
26697,"James","Wolfe","Criminal Justice","4"
26698,"Chelsea","Robles","Mystery","4"
26699,"James","Love","Biology","4"
26700,"Aaron","Morales","Medicine","4"
26701,"Brittany","Butler","Fiction","4"
26702,"Richard","Baldwin","Computer Science","4"
26703,"Cheyenne","Williams","Law","4"
26704,"Julie","Haley","Biology","4"
26706,"Wanda","Knapp","History","8"
26707,"Tony","Powers","Cooking","4"
26708,"Logan","Adams","Autobiography","4"
26709,"Kristen","Johnson","Engineering","4"
26710,"Christopher","Brown","Management","4"
26711,"Gary","Avery","Fiction","4"
26712,"Jennifer","Brown","Anthropology","8"
26713,"Shirley","Daniel","History","4"
26714,"Christopher","Mcgrath","Autobiography","4"
26715,"Charles","Cardenas","Comics","4"
26716,"James","Mclean","Criminal Justice","4"
26717,"Catherine","Scott","Consulting","4"
26718,"Christopher","Sanchez","Anthropology","4"
26719,"Thomas","Harris","Health","4"
26720,"Nicholas","Lee","Romance","4"
26721,"Pamela","Knight","Business","4"
26722,"Leah","Douglas","Leadership","4"
26723,"Christopher","Patel","Dentistry","4"
26724,"Robert","Thomas","Autobiography","8"
26725,"Tiffany","Ryan","Science Fiction","8"
26726,"Kevin","Reyes","Autobiography","4"
26727,"Kimberly","White","Computer Science","4"
26728,"Judy","Johnson","Non-Fiction","4"
26729,"Stephanie","Williams","Dance","4"
26730,"Ashley","Warren","Biography","8"
26731,"William","Coffey","Health","4"
26732,"Melanie","Murray","Children","4"
26733,"Martin","Tapia","Business","4"
26734,"John","Flores","Accounting","4"
26735,"Lauren","Harris","Finance","4"
26736,"Daniel","Anderson","Human Resources","4"
26737,"Terri","Vincent","Fantasy","4"
26738,"Chase","Jones","Anthropology","4"
26739,"Lisa","Johnson","Innovation","4"
26740,"Heather","Stewart","Fiction","4"
26741,"Daniel","Long","Dance","4"
26742,"Adam","Wagner","Accounting","4"
26743,"Todd","Myers","Strategy","4"
26744,"Justin","Long","Television","4"
26745,"Kyle","Stein","Economics","4"
26746,"Marcus","Livingston","Theatre","4"
26747,"Susan","Morrison","Graphic Novel","4"
26748,"Grace","Perkins","Economics","8"
26749,"Nancy","Thompson","Criminal Justice","4"
26750,"Randy","Clarke","Poetry","4"
26751,"Maria","Hoffman","Dentistry","4"
26752,"Benjamin","Payne","Art","4"
26753,"Nicholas","Howell","Law","4"
26754,"Erika","Marshall","Politics","4"
26755,"Joseph","Kelly","Anthropology","4"
26756,"Lauren","Allen","Biography","4"
26757,"Mark","Cain","Business","4"
26758,"Sean","Anderson","Medicine","4"
26759,"Ronnie","Blanchard","Graphic Novel","4"
26760,"Robert","Sullivan","Computer Science","8"
26761,"Steven","Herrera","Dance","4"
26762,"Jessica","Cardenas","Biography","4"
26763,"Gina","Owens","Graphic Novel","4"
26764,"Jorge","Wright","Autobiography","4"
26765,"Amber","Lewis","Health","4"
26766,"Amy","Hull","Biography","4"
26767,"Jennifer","Singleton","Graphic Novel","4"
26768,"Tracy","Gray","Nursing","4"
26769,"David","Howell","Cooking","4"
26770,"Kristina","Huffman","Film","4"
26771,"Calvin","Mcdonald","Religion","8"
26772,"Stephanie","Anderson","Anthropology","4"
26773,"Amber","Moore","Physics","4"
26774,"Robin","Williams","Geography","4"
26775,"Paula","Hall","Engineering","4"
26777,"Stephen","Bryant","Computer Science","4"
26778,"Cheryl","Woods","Fitness","4"
26779,"Meghan","Smith","Customer Service","4"
26780,"Darrell","Adams","Cooking","4"
26781,"Richard","Martinez","Graphic Novel","8"
26782,"Rebecca","Stevens","Biology","4"
26783,"David","George","Accounting","4"
26784,"Gabriella","Clark","Customer Service","4"
26785,"Emily","Tate","Autobiography","4"
26786,"Darryl","Davis","Theology","4"
26787,"Tammy","Miller","Fantasy","4"
26788,"Tyler","Peterson","Biography","4"
26789,"Jeffrey","Clark","Finance","4"
26790,"Brooke","Davies","Art","4"
26791,"Clayton","Bowers","Engineering","4"
26792,"Leon","Lee","History","4"
26793,"Daniel","Smith","Drama","4"
26794,"Deborah","Henry","Autobiography","4"
26795,"Michael","Wells","Fantasy","4"
26796,"Phillip","Gibson","Fitness","4"
26797,"Frank","Li","Computer Science","4"
26798,"Bonnie","White","Autobiography","4"
26799,"Brenda","Stephenson","Cooking","4"
26800,"Joan","Gillespie","Education","4"
26801,"Cory","Lara","Leadership","8"
26802,"Matthew","Fisher","Operations","4"
26803,"Jamie","Jackson","Fantasy","4"
26804,"Morgan","Casey","Literature","4"
26805,"Shannon","Lewis","Marketing","4"
26806,"David","Walker","Religion","8"
26807,"Travis","Wolfe","Entrepreneurship","4"
26808,"Taylor","James","Mathematics","8"
26809,"Jesse","Nichols","Cooking","4"
26810,"David","Gross","Entrepreneurship","4"
26811,"Crystal","Williams","Dentistry","4"
26812,"Hannah","Duncan","Fantasy","4"
26813,"James","Vaughan","Innovation","4"
26814,"Christopher","Glenn","Art","4"
26815,"David","Lewis","Education","4"
26816,"Thomas","Thomas","Horror","4"
26817,"Theodore","Jackson","Business","4"
26818,"Sheila","Harris","Television","8"
26819,"Brett","Ballard","Customer Service","4"
26820,"Gregory","Watson","Science","4"
26822,"Ryan","Jones","Anthropology","8"
26823,"Richard","Palmer","Education","4"
26824,"Anne","Savage","Finance","4"
26825,"Jennifer","Jones","Art","4"
26826,"Rhonda","Donaldson","Science Fiction","4"
26827,"Michael","Green","Biology","4"
26828,"Gregory","Thompson","Biology","4"
26829,"Danny","Rodriguez","Biography","4"
26830,"Michael","Macias","Accounting","4"
26831,"John","Gutierrez","Health","4"
26832,"Regina","Santos","Human Resources","4"
26833,"Michelle","Turner","Finance","4"
26834,"Jennifer","Davila","Engineering","4"
26835,"Kristin","Smith","Education","4"
26836,"Andrew","Phillips","Anthropology","4"
26837,"Nathan","Soto","Art","4"
26838,"Andrea","Johnson","Entrepreneurship","4"
26839,"Hannah","Davidson","Customer Service","4"
26840,"Ana","Barnett","Marketing","4"
26841,"Rebecca","Montgomery","Chemistry","4"
26842,"Katherine","Valdez","Non-Fiction","4"
26843,"Rebecca","Terry","Anthropology","4"
26844,"Darrell","Lee","Philosophy","4"
26845,"Krystal","Dean","Pharmacy","8"
26846,"Danielle","Jennings","Law","4"
26847,"Benjamin","George","Horror","4"
26849,"Kevin","Bates","Strategy","4"
26850,"Kristen","Berger","Supply Chain","4"
26851,"Jennifer","Rodriguez","Innovation","4"
26852,"Robert","Perez","Technology","8"
26853,"Katelyn","Frank","Marketing","4"
26854,"Daniel","Brooks","Fantasy","4"
26855,"Zachary","Perry","Fiction","4"
26856,"Joseph","Barber","Engineering","4"
26857,"Brittney","Santiago","Mystery","4"
26859,"Sergio","Carey","Medicine","4"
26860,"Melissa","Nguyen","Biology","4"
26861,"Gregory","Shepherd","Fitness","4"
26862,"Madison","Castro","Law","8"
26863,"David","Li","Pharmacy","8"
26864,"Melissa","Johnson","Journalism","4"
26865,"Robin","Steele","Fiction","4"
26866,"Linda","Boyer","Religion","4"
26867,"Ruth","Wade","Mystery","8"
26868,"James","Nunez","Art","4"
26869,"Alexander","Love","Logistics","4"
26870,"Rickey","Chang","Fiction","4"
26871,"Denise","Wilson","Information Technology","4"
26872,"Jaime","Kim","Journalism","4"
26873,"Charles","Butler","Anthropology","4"
26874,"Ashley","Dawson","Accounting","4"
26875,"Michael","Le","Consulting","4"
26876,"Jonathan","Sanders","Consulting","4"
26877,"Alexis","Huber","Education","4"
26878,"Debra","Perry","Chemistry","4"
26879,"Jennifer","Jacobson","Biography","4"
26881,"Arthur","Hansen","Consulting","4"
26882,"Susan","Hudson","Autobiography","4"
26883,"Joel","Shaw","Mystery","4"
26884,"Steven","Allen","Education","4"
26885,"Jimmy","Munoz","Young Adult","4"
26886,"Devin","Chandler","Human Resources","4"
26887,"Jacqueline","Kim","Political Science","4"
26888,"Savannah","Howell","Sales","8"
26889,"Margaret","Franklin","Health","4"
26890,"Vicki","Williams","Consulting","4"
26891,"Daniel","Miller","Biography","4"
26892,"Ryan","Anderson","Fiction","4"
26893,"Megan","Miller","Medicine","8"
26894,"Deanna","Mitchell","Comics","4"
26895,"John","Foster","Physics","4"
26896,"Brett","Bailey","Criminal Justice","4"
26897,"Michael","Fernandez","Art","8"
26898,"Kevin","Vaughn","Law","4"
26899,"James","Mcguire","Logistics","4"
26900,"Tina","Porter","Children","4"
26901,"Ronald","Hayes","Customer Service","8"
26902,"Melissa","White","Business","4"
26903,"Tara","Davidson","Drama","4"
26904,"Martha","Zuniga","Accounting","4"
26905,"Larry","Russo","Fantasy","4"
26906,"James","Novak","Spirituality","4"
26907,"Susan","Dominguez","Customer Service","4"
26908,"Walter","Powell","Entrepreneurship","4"
26909,"Kimberly","Flores","Management","8"
26910,"David","Young","Health","4"
26911,"Levi","Thomas","Entrepreneurship","4"
26912,"Maria","Martin","Technology","4"
26913,"Eric","Martinez","Art","4"
26914,"John","Robinson","Romance","4"
26915,"Donna","Walter","Biology","4"
26916,"Terri","Harvey","Anthropology","4"
26917,"Kyle","Fox","Information Technology","4"
26918,"Donna","Valdez","Art","4"
26919,"Wesley","Moon","Consulting","4"
26920,"Ryan","Jenkins","Fantasy","4"
26922,"Shelley","Kennedy","Business","4"
26923,"Brandon","Rodriguez","Sales","4"
26924,"Maria","Rowe","Dentistry","4"
26925,"Helen","Campbell","Drama","8"
26926,"Michael","Cooke","Fitness","8"
26927,"Gregory","Gregory","Entrepreneurship","4"
26928,"Wanda","Turner","Law","4"
26929,"Benjamin","Hatfield","Political Science","4"
26930,"Tamara","Ayers","Biology","4"
26931,"Melissa","Vang","Information Technology","4"
26932,"Deborah","Hayes","Accounting","4"
26933,"Jose","Daniels","Art","4"
26934,"Samantha","Norman","Autobiography","4"
26935,"Karen","Reyes","Graphic Novel","4"
26936,"Ashlee","Clements","Sociology","4"
26937,"Lisa","Wright","Comics","4"
26938,"Paul","Woodard","Biology","4"
26939,"Lauren","Lloyd","Comics","4"
26940,"Julie","Guzman","Biography","4"
26941,"David","Baker","Horror","4"
26942,"Melissa","Byrd","Art","4"
26943,"Tracy","Garcia","Sales","4"
26944,"Roy","Davis","Entrepreneurship","4"
26945,"Thomas","Sutton","Finance","4"
26946,"Michael","Navarro","Fiction","4"
26947,"Adam","Herrera","Accounting","4"
26948,"Lance","Sheppard","Fantasy","4"
26949,"Candace","Cooper","Comics","4"
26950,"Lisa","Morgan","Innovation","4"
26951,"Nicole","Thomas","Biology","4"
26952,"Andre","Martinez","Children","4"
26953,"Brian","Hernandez","Graphic Novel","4"
26954,"Danielle","Johnson","Cooking","4"
26955,"Sharon","Gordon","Radio","4"
26956,"Curtis","Schultz","Mathematics","8"
26957,"David","Gonzalez","Criminal Justice","4"
26958,"Teresa","Mcguire","Art","4"
26960,"Mary","Payne","History","4"
26961,"Kayla","Richard","Criminal Justice","8"
26962,"Johnathan","Torres","Finance","4"
26963,"Marco","Ortiz","Chemistry","4"
26964,"Jill","Gallegos","Biography","4"
26965,"Jill","Lopez","Anthropology","4"
26966,"William","Rogers","Radio","4"
