"readerid","firstname","lastname","totalfamilymembers"
18487,"Clinton","Bowman","0"
4921,"Victoria","Hansen","0"
16708,"Adam","Wheeler","0"
3882,"Marc","Baker","0"
15436,"Dana","Armstrong","0"
21333,"Joe","Soto","0"
23636,"Shawn","Johnson","0"
6091,"Wyatt","Kim","0"
32246,"Steven","Weaver","0"
9413,"Samantha","Mccullough","0"
11265,"Brian","Brandt","0"
7520,"Thomas","Scott","0"
19246,"Michael","Garcia","0"
8814,"Matthew","Lewis","0"
20639,"David","George","0"
28227,"Christine","Boyd","0"
14696,"Thomas","Mullen","0"
7541,"Teresa","Wilson","0"
10574,"Wanda","Phillips","0"
21625,"Tammy","Reed","0"
27153,"Richard","Gray","0"
16277,"Samantha","Smith","0"
5511,"Mark","Snow","0"
22932,"Olivia","Gilbert","0"
9018,"Kathleen","York","0"
33212,"Olivia","Davis","0"
27617,"Ashley","Young","0"
9282,"Steven","Reilly","0"
30169,"James","Ewing","0"
18894,"Wanda","Nash","0"
32578,"Sara","Martinez","0"
360,"Kristen","Ewing","0"
99,"Susan","Garcia","0"
29187,"Jeffrey","Avery","0"
24442,"Crystal","Patel","0"
13253,"Jonathan","Walker","0"
3688,"Charles","Dominguez","0"
9626,"Douglas","Lawrence","0"
20868,"Victoria","Cooke","0"
8522,"Julie","Combs","0"
8890,"Dylan","Wright","0"
28057,"Kathleen","Moon","0"
4082,"Victoria","Lewis","0"
11373,"Stephen","Schneider","0"
8400,"Carlos","Williams","0"
24990,"Krista","Thomas","0"
2477,"Mark","Adams","0"
3495,"Samantha","Sullivan","0"
30766,"Patricia","Bryant","0"
28051,"Michelle","Nelson","0"
5291,"Andrea","Williams","0"
20789,"Trevor","Patterson","0"
24615,"Angela","Tate","0"
12290,"Calvin","Snyder","0"
32016,"Elizabeth","Neal","0"
8314,"Alan","Griffin","0"
12389,"Lisa","Mcmillan","0"
4725,"Teresa","Frazier","0"
15220,"Connor","Mitchell","0"
31561,"Brandon","Chan","0"
21571,"Shannon","Rowe","0"
14115,"Sean","Brown","0"
33065,"John","Cuevas","0"
18449,"Jason","Reid","0"
15901,"Cassandra","David","0"
22390,"Dustin","Ramsey","0"
18602,"Anna","Davis","0"
30667,"William","Hall","0"
9041,"Monica","Cross","0"
2089,"Joy","Jones","0"
1928,"Tammy","Holt","0"
21903,"Justin","Brown","0"
10784,"Kathy","Wood","0"
6188,"Lisa","Harrison","0"
16332,"Jennifer","Reilly","0"
16403,"Zachary","Dunn","0"
27788,"Jessica","Branch","0"
4232,"James","Carter","0"
26125,"Colleen","Mendez","0"
31035,"Daniel","Martinez","0"
30812,"Cody","Strickland","0"
2413,"Ryan","Butler","0"
1161,"Kathleen","Russell","0"
25504,"Lauren","Walker","0"
21814,"Michele","Bell","0"
18544,"Tammy","Vaughn","0"
32418,"Justin","Green","0"
28112,"Steven","Meyer","0"
26208,"Christopher","Reyes","0"
7545,"Ebony","Ochoa","0"
6447,"Brian","Bryant","0"
5,"Charles","Rogers","0"
6339,"Miranda","Harris","0"
12424,"Ryan","Walls","0"
1165,"Jeffrey","Patterson","0"
23966,"Corey","Woods","0"
25344,"Zachary","Sosa","0"
8720,"Gina","Jimenez","0"
25696,"Dalton","Carroll","0"
28663,"Sydney","Miller","0"
6616,"Karen","Jones","0"
13562,"Richard","Singh","0"
27303,"Lauren","Gutierrez","0"
15932,"Maureen","Gutierrez","0"
13763,"Diana","Burke","0"
14329,"Lisa","Ford","0"
4607,"Rachel","Smith","0"
12222,"Anthony","Hamilton","0"
23314,"Patrick","Ramos","0"
18742,"Michael","Peterson","0"
32048,"Brian","Newton","0"
11200,"Jodi","Vasquez","0"
6233,"Angela","Page","0"
13690,"Stanley","Mathews","0"
6726,"Joseph","Wong","0"
20274,"Christopher","Cook","0"
6721,"Diane","Martin","0"
26330,"David","Martinez","0"
13293,"Allison","Parks","0"
19763,"James","Gray","0"
8264,"Anne","Meyers","0"
16131,"Justin","Dickerson","0"
5257,"John","Conner","0"
7023,"Erika","Bolton","0"
31309,"Julie","Lewis","0"
18299,"David","Smith","0"
7104,"Frank","Chavez","0"
5903,"Matthew","Smith","0"
21801,"Benjamin","Reynolds","0"
13857,"Brandon","Morrow","0"
29504,"Bailey","Ashley","0"
32172,"Jeremiah","Wilcox","0"
32722,"Paul","Sanchez","0"
2354,"Brandi","Bradshaw","0"
5801,"Jesse","Anderson","0"
18127,"Cameron","Adams","0"
20316,"Justin","Foley","0"
18607,"Sarah","Blake","0"
11213,"Sandra","Le","0"
27362,"Dennis","Fernandez","0"
5082,"Thomas","Richards","0"
12963,"Cynthia","Holmes","0"
4924,"Cynthia","Aguilar","0"
8815,"Debbie","Olson","0"
9715,"Patrick","Ritter","0"
4231,"Stephen","Kemp","0"
701,"Mary","Bailey","0"
17074,"Joseph","Browning","0"
31285,"Linda","Hamilton","0"
7102,"Wendy","Barry","0"
33283,"Steven","Edwards","0"
24758,"Cheryl","King","0"
24092,"Tina","Jacobson","0"
17451,"Dustin","Nguyen","0"
10030,"Emma","Warner","0"
7291,"Karina","Garcia","0"
6503,"Joseph","Anderson","0"
25106,"Cassidy","Hoffman","0"
8600,"Keith","Smith","0"
9344,"Jessica","Long","0"
28280,"Robert","Costa","0"
6395,"Julia","Yoder","0"
19577,"Amy","Morgan","0"
16245,"Charles","Nielsen","0"
12205,"Jennifer","Stevenson","0"
14117,"Sydney","Madden","0"
26183,"James","Wagner","0"
23388,"Katrina","Dudley","0"
3543,"Aaron","Frye","0"
31835,"Melissa","Cook","0"
23279,"Jesse","Gonzalez","0"
26645,"Amber","Anderson","0"
15012,"Valerie","Edwards","0"
14112,"Krista","Alvarez","0"
11805,"Molly","Schaefer","0"
20927,"Denise","Baker","0"
2278,"Mary","Perez","0"
535,"Tracey","Wood","0"
29074,"Christine","Koch","0"
1159,"Angela","Carson","0"
725,"Charles","Dominguez","0"
31595,"Alexa","Davies","0"
31363,"Erika","Gomez","0"
32688,"Brian","Russell","0"
7739,"Samuel","Cordova","0"
6685,"Christopher","Williams","0"
15033,"Joel","Sheppard","0"
9631,"Christopher","Blankenship","0"
11273,"Amanda","Martinez","0"
5536,"Amanda","Robinson","0"
18539,"William","Davenport","0"
16485,"David","Alvarez","0"
14229,"Dennis","Park","0"
16377,"Jamie","Spears","0"
20707,"Gary","Sanders","0"
1305,"Joseph","Gonzalez","0"
21095,"Jason","Owen","0"
8976,"Rose","Stanton","0"
23675,"Sherry","Richardson","0"
20217,"Michael","Bernard","0"
4363,"Robert","Anderson","0"
20581,"Jody","Cook","0"
13633,"Kimberly","Wilson","0"
1293,"Nicole","Wallace","0"
11130,"Alexander","Cunningham","0"
2133,"Kathryn","Chapman","0"
18721,"Theresa","Morton","0"
12748,"Melissa","Torres","0"
5413,"Sean","Vega","0"
19254,"Shannon","Miller","0"
26464,"Fernando","Diaz","0"
12298,"Megan","Smith","0"
27805,"Susan","Brooks","0"
13499,"Eric","Mendez","0"
19119,"Joseph","Cummings","0"
23704,"Nancy","Durham","0"
23638,"Patricia","Davis","0"
29731,"Olivia","Burton","0"
14854,"Courtney","Cross","0"
20577,"Arthur","Gomez","0"
24231,"Nancy","Miller","0"
20385,"Bryan","Williams","0"
6597,"Teresa","Smith","0"
16278,"Jacob","Cochran","0"
27658,"Johnny","Tapia","0"
17059,"Rebecca","Watts","0"
15078,"David","Ramirez","0"
17752,"Jared","Haynes","0"
2852,"Aaron","Cruz","0"
31829,"Elizabeth","Lee","0"
12506,"Natalie","Adams","0"
18476,"Amy","Rice","0"
18793,"Kathy","Richardson","0"
18398,"Christopher","Owen","0"
1607,"Robin","Sanchez","0"
21270,"Alfred","Zavala","0"
15935,"Kristopher","Henderson","0"
11393,"Michael","Green","0"
30003,"Daniel","Brown","0"
3823,"Kenneth","Bell","0"
11526,"Rhonda","Rowe","0"
15786,"Christopher","Cordova","0"
23889,"Evan","Hubbard","0"
11257,"Amanda","Jennings","0"
25540,"Julie","Bell","0"
9980,"Kevin","Hardin","0"
846,"Hayley","Morgan","0"
6398,"Eric","Ashley","0"
5043,"Chloe","Barton","0"
14439,"Christopher","Wilson","0"
1554,"Sara","Hughes","0"
18412,"Julie","Houston","0"
26724,"Robert","Thomas","0"
14207,"Kimberly","Mora","0"
29881,"Stephanie","Walker","0"
2075,"Julian","Daniels","0"
19876,"Susan","Williams","0"
8902,"Amanda","Black","0"
849,"Robert","Williams","0"
22157,"Michele","Young","0"
9298,"Jessica","Hernandez","0"
27124,"Daisy","Sanchez","0"
18942,"Lance","Briggs","0"
7680,"Luis","Glenn","0"
13967,"Maria","Heath","0"
8919,"Jay","Sanchez","0"
7775,"Amy","Brown","0"
11091,"John","Brown","0"
7599,"Rebecca","Maldonado","0"
27927,"Michelle","Mendoza","0"
29066,"Ashley","Martin","0"
6408,"Jill","Allen","0"
32188,"Katherine","Jackson","0"
15146,"Amanda","Griffith","0"
29840,"Thomas","Brown","0"
10329,"Carmen","Rogers","0"
766,"Christopher","Martin","0"
19072,"Timothy","Frey","0"
28567,"Jimmy","Cooper","0"
21235,"Randy","Duncan","0"
27187,"Rachel","Smith","0"
12734,"Ashley","Lee","0"
8220,"Daniel","Austin","0"
5451,"Jose","Thompson","0"
9112,"Edward","Wilson","0"
24970,"Amy","Cruz","0"
21071,"Theresa","Johnson","0"
22239,"David","Thornton","0"
19647,"Rebecca","Phillips","0"
6,"Alicia","Davenport","0"
30069,"Christopher","Norris","0"
28797,"Jesus","Jones","0"
4123,"Christopher","Thompson","0"
13851,"Seth","King","0"
14461,"Glenn","Mills","0"
22978,"Kayla","Clark","0"
29037,"Jason","Cameron","0"
14916,"Kelsey","Marshall","0"
6896,"John","Parsons","0"
16582,"Robert","Vargas","0"
28010,"Sean","Anderson","0"
11493,"Linda","Mason","0"
11904,"Elizabeth","Valentine","0"
13530,"Julia","Benjamin","0"
3058,"Diane","Mcconnell","0"
5405,"Rachael","Jones","0"
16967,"Christina","Glenn","0"
1965,"Justin","Leonard","0"
6658,"Douglas","Rojas","0"
30171,"Regina","Miller","0"
21867,"Tiffany","Martin","0"
11351,"Brian","Ortiz","0"
3009,"Heather","Taylor","0"
16628,"Jonathan","Gonzalez","0"
18042,"Maria","Velasquez","0"
7556,"Christopher","Griffin","0"
29092,"Dillon","Jackson","0"
26786,"Darryl","Davis","0"
1601,"Tina","Hanson","0"
17405,"Scott","Fox","0"
26728,"Judy","Johnson","0"
9439,"Scott","Yang","0"
4732,"Jean","Murphy","0"
1654,"Brenda","Cortez","0"
26237,"Stanley","Simpson","0"
26222,"Barbara","Pearson","0"
26547,"Katherine","Johnson","0"
7254,"Joseph","Reid","0"
12943,"Alexander","Harrell","0"
28289,"Harold","Reyes","0"
4010,"Hannah","Shaw","0"
25536,"Melissa","Mann","0"
13172,"Billy","Martin","0"
69,"Rodney","Perez","0"
28557,"Catherine","Simpson","0"
26176,"Sandy","Miller","0"
11527,"George","Knight","0"
22401,"Michael","Robertson","0"
19679,"Marissa","Davis","0"
8012,"Matthew","Copeland","0"
25439,"Mary","Rios","0"
17987,"Joseph","Young","0"
3701,"Ashley","Allison","0"
32659,"Judy","Perry","0"
31477,"James","Johnson","0"
12217,"Christina","Ramirez","0"
2233,"Rhonda","Miller","0"
4806,"Monica","Morris","0"
4926,"Autumn","Morgan","0"
29625,"Anne","Moore","0"
18755,"Raymond","King","0"
27555,"Nicole","Stewart","0"
13310,"Frank","Rivas","0"
25061,"Ashley","Jones","0"
8104,"Megan","Atkinson","0"
4438,"Holly","Martinez","0"
25734,"Mark","Trujillo","0"
1640,"Andrea","Wilson","0"
26570,"Jesse","Webster","0"
23564,"Carrie","Rodriguez","0"
22489,"Kelly","Luna","0"
24367,"Christy","Watson","0"
1732,"Donna","Andrade","0"
56,"James","Wood","0"
3226,"David","Gonzalez","0"
23139,"Kimberly","Lee","0"
17972,"Blake","Hopkins","0"
26530,"David","Elliott","0"
6313,"Brandon","Johnson","0"
2670,"Richard","Allison","0"
1807,"Michael","Wilson","0"
30105,"John","Sanchez","0"
8912,"Megan","Dodson","0"
29930,"Veronica","Taylor","0"
4280,"Kimberly","Hernandez","0"
8477,"Ryan","Holt","0"
11090,"Robert","Wolf","0"
16721,"Walter","Cain","0"
24116,"Cody","Neal","0"
9577,"Oscar","Smith","0"
3763,"Sharon","Green","0"
2718,"Jennifer","Davidson","0"
25838,"Brittany","Adkins","0"
31388,"Joshua","Hall","0"
21227,"Sara","Harris","0"
17196,"Tara","Yates","0"
27432,"Susan","Garcia","0"
21869,"Jason","Santos","0"
27499,"Kathryn","Moreno","0"
3387,"Mathew","Riley","0"
11811,"Amanda","Mcgrath","0"
7625,"Tina","White","0"
6351,"Kim","Boyle","0"
19343,"Kathleen","Collins","0"
29756,"Sara","Oliver","0"
26822,"Ryan","Jones","0"
31973,"Michael","Watts","0"
5459,"Linda","Mueller","0"
28278,"Tyler","Bradford","0"
17849,"Ronald","Leblanc","0"
27479,"Linda","Gillespie","0"
4994,"Jose","Campos","0"
1531,"Teresa","Miller","0"
8082,"Katherine","Valdez","0"
12500,"Dennis","Martin","0"
13202,"John","Donaldson","0"
29135,"Katherine","Heath","0"
2822,"Elijah","Graves","0"
6181,"Kelsey","Norris","0"
18339,"Cameron","Williams","0"
16453,"Joseph","Davis","0"
2761,"Raymond","Rivera","0"
25685,"Peter","Beard","0"
19864,"Kyle","Allen","0"
7082,"Sarah","Bishop","0"
9245,"David","Briggs","0"
22563,"Candice","Williams","0"
18230,"Christine","White","0"
5137,"Stephen","Mitchell","0"
28357,"Kyle","Ramos","0"
15524,"Daniel","Cole","0"
24663,"Alan","Morris","0"
2495,"Aaron","Edwards","0"
29722,"Karen","Smith","0"
20358,"Ashley","Cervantes","0"
16962,"Herbert","Long","0"
6000,"Crystal","Jones","0"
11019,"Olivia","Porter","0"
31768,"Jill","Edwards","0"
13425,"Denise","Guzman","0"
2206,"Micheal","Scott","0"
10426,"Kathryn","Moyer","0"
5989,"Jesus","Blackwell","0"
1124,"Terri","Cox","0"
23389,"Kimberly","Chambers","0"
23724,"Daniel","Blevins","0"
30070,"Joseph","Reyes","0"
21547,"Michael","Baker","0"
11994,"Sheri","Lambert","0"
31658,"Adam","Klein","0"
18416,"Thomas","Mathews","0"
1516,"Angelica","Martin","0"
21500,"Amber","Price","0"
9383,"Christina","Gallagher","0"
2008,"Susan","Torres","0"
22398,"Paul","Adams","0"
9556,"Jose","Neal","0"
8836,"Veronica","Cook","0"
31261,"Brandi","Jacobs","0"
20119,"Richard","Chaney","0"
19506,"Nathan","Thompson","0"
14138,"Valerie","Armstrong","0"
14272,"Abigail","Silva","0"
31887,"Courtney","Hernandez","0"
804,"April","Foster","0"
19513,"Megan","Malone","0"
8853,"Randy","Perry","0"
16366,"Joshua","Alvarez","0"
2047,"Miguel","Vega","0"
32065,"Rachel","Griffith","0"
19994,"Joshua","Johnson","0"
15183,"Oscar","Elliott","0"
10838,"Daniel","Zimmerman","0"
11347,"Amanda","Roth","0"
4895,"Lisa","Elliott","0"
24954,"Isabel","Weaver","0"
2647,"Shawn","King","0"
11872,"Kyle","Shelton","0"
33231,"Thomas","Cisneros","0"
28140,"Brenda","Lambert","0"
18212,"Elizabeth","Miller","0"
8747,"Nicole","Lawrence","0"
32044,"Jacqueline","Perez","0"
23552,"Derrick","Freeman","0"
19538,"Carrie","Garcia","0"
26671,"Nicholas","Marshall","0"
28940,"Timothy","Terry","0"
12767,"Kyle","Palmer","0"
20,"Rachel","Reeves","0"
1341,"Nicole","Bailey","0"
4866,"Cindy","Casey","0"
24045,"Denise","Rogers","0"
2482,"Darius","Jordan","0"
15503,"Matthew","Sullivan","0"
31463,"Miguel","Jones","0"
4623,"Bryan","Duncan","0"
30220,"Samuel","Duke","0"
18017,"Cathy","Bell","0"
31726,"Christina","Fox","0"
18520,"David","Lewis","0"
17969,"Brandon","Mcpherson","0"
30598,"Jeremy","Coleman","0"
5217,"Andrea","Stewart","0"
8140,"Andrew","Rivera","0"
12969,"Mathew","Bennett","0"
32160,"Robert","Bruce","0"
16194,"Teresa","Duran","0"
23491,"Cristian","Monroe","0"
21623,"Laura","Bush","0"
13481,"Emma","Olson","0"
2408,"William","Jimenez","0"
28820,"Thomas","Coleman","0"
9749,"Michele","Horton","0"
14000,"Donna","Mccall","0"
30534,"Nathan","Ali","0"
15125,"Clifford","Valenzuela","0"
20139,"Nicole","Walker","0"
22542,"Brian","Ortiz","0"
21719,"Laura","Reynolds","0"
16807,"Adam","Alvarez","0"
31636,"Jonathan","Shaw","0"
21935,"Theresa","Mcdaniel","0"
15518,"David","Anderson","0"
16380,"Lisa","Martin","0"
8095,"Hannah","Smith","0"
7099,"John","Smith","0"
9174,"Kathy","Thompson","0"
13480,"Stacey","Reid","0"
7567,"Tammie","Love","0"
10197,"Charles","Mitchell","0"
4397,"Ronald","Walsh","0"
25104,"Lauren","Freeman","0"
10361,"Barry","Salinas","0"
27708,"Wendy","Johnson","0"
10760,"Diane","Clark","0"
21879,"Brandon","Stewart","0"
16076,"Megan","Cooper","0"
6529,"Andrew","Jackson","0"
5171,"Tracey","Haley","0"
10559,"Denise","Zimmerman","0"
31760,"Julie","Simmons","0"
17425,"Andrea","Davis","0"
12488,"Hector","Lopez","0"
17126,"Kevin","Cook","0"
20016,"Todd","Cross","0"
23142,"Sean","Olson","0"
3465,"James","Erickson","0"
5101,"Theodore","Camacho","0"
22711,"Steven","Davenport","0"
12625,"Michael","Johnson","0"
25747,"Derek","Conrad","0"
32297,"Dorothy","Miller","0"
28906,"Joy","Martinez","0"
12819,"Russell","Schmidt","0"
22038,"David","Pearson","0"
15164,"Joseph","Brooks","0"
7150,"Jennifer","Brown","0"
3575,"Kimberly","Daugherty","0"
17084,"Michelle","Smith","0"
9479,"David","Weiss","0"
666,"Deborah","Fox","0"
31740,"Carmen","Garcia","0"
15536,"Heather","Smith","0"
7910,"Mark","Wade","0"
24311,"Brianna","Cannon","0"
1655,"Heather","Woods","0"
27290,"Krystal","Nichols","0"
32182,"Tim","Wilson","0"
13985,"Tanya","Taylor","0"
18139,"Amber","Mcdonald","0"
26550,"Jonathan","Ray","0"
22136,"John","Thornton","0"
10802,"Jennifer","Deleon","0"
20924,"William","Nguyen","0"
20382,"Richard","Gibson","0"
19667,"Alicia","Clark","0"
13089,"Neil","Russell","0"
24821,"Robin","Moreno","0"
23808,"Michael","Kim","0"
22284,"Brandon","Grant","0"
18662,"Susan","Jones","0"
21403,"William","Webster","0"
12925,"Tina","Duarte","0"
27010,"Patricia","Hayes","0"
31223,"Barbara","Sampson","0"
13025,"Dalton","Melton","0"
835,"Lisa","Perez","0"
18221,"Austin","Rivera","0"
4159,"David","Allen","0"
21286,"William","Williams","0"
11413,"Brenda","Tate","0"
7331,"Michael","Lopez","0"
13785,"Melissa","Mcdaniel","0"
9158,"Rose","Watts","0"
9220,"David","Fitzgerald","0"
19053,"Jacob","Sanchez","0"
5940,"Robert","Luna","0"
4802,"Laura","Hale","0"
5348,"Michael","Tanner","0"
5584,"Alexis","Mills","0"
24770,"Kathryn","Parker","0"
18752,"Thomas","Hodges","0"
11963,"Sean","Reed","0"
1091,"Linda","Johnson","0"
10889,"Nicholas","Wade","0"
8133,"Valerie","Mills","0"
10294,"Todd","Sanders","0"
3559,"Robert","Taylor","0"
11177,"Michelle","Jones","0"
19996,"Andrew","Brown","0"
10168,"Christopher","Torres","0"
9488,"Tracey","Carpenter","0"
30650,"Sherry","Gallagher","0"
17207,"Jessica","Thompson","0"
2331,"Amber","Davis","0"
27044,"Kayla","Powell","0"
22097,"John","Khan","0"
3658,"Thomas","Hernandez","0"
8126,"Eric","West","0"
30849,"Matthew","Porter","0"
14926,"Eric","Bender","0"
5755,"Laura","Price","0"
1307,"Kyle","Myers","0"
26169,"Ashley","Davidson","0"
5910,"Craig","Miller","0"
13395,"Matthew","Matthews","0"
21234,"Amber","Washington","0"
12676,"Kimberly","Villegas","0"
15351,"Elizabeth","Hill","0"
9256,"Johnny","King","0"
17602,"Arthur","Freeman","0"
28160,"Molly","Medina","0"
6068,"Patrick","Flores","0"
27870,"Cathy","Greer","0"
5383,"Anthony","Austin","0"
20986,"Ronald","Chapman","0"
17925,"Stephanie","Becker","0"
4435,"Andrea","Gutierrez","0"
19421,"Lindsay","Watson","0"
23923,"Carmen","Williams","0"
5255,"Austin","Williams","0"
25002,"Nicholas","Smith","0"
28447,"Ernest","Gonzalez","0"
22061,"Jamie","Phillips","0"
24809,"Ricky","Gates","0"
23415,"Amy","Simmons","0"
3764,"Olivia","Thomas","0"
12552,"Mary","Ryan","0"
25492,"Benjamin","Santana","0"
7617,"Tammy","Garcia","0"
8201,"Brian","Lee","0"
5907,"Sandra","Wilson","0"
25539,"Dale","Clarke","0"
2553,"Julia","Schaefer","0"
8636,"Megan","Jones","0"
13616,"Pamela","Mills","0"
841,"Heather","Montes","0"
14346,"Michael","Strong","0"
8930,"Tricia","Cooper","0"
18048,"Tracy","Harris","0"
7279,"Gary","Leblanc","0"
6174,"Kendra","Wang","0"
10373,"Jonathan","Parks","0"
19542,"Vincent","Campbell","0"
18946,"Brandon","Cross","0"
29473,"Brian","Thompson","0"
5228,"Jonathan","Rice","0"
17182,"Mary","Maynard","0"
2063,"Laura","Phillips","0"
3244,"Timothy","King","0"
21087,"Devin","Beck","0"
16371,"Sarah","Becker","0"
15270,"Rebecca","Pugh","0"
11310,"Kendra","Chambers","0"
13276,"Jonathan","Padilla","0"
10542,"Shaun","Casey","0"
285,"Chelsea","Valentine","0"
9045,"Jeanne","Bell","0"
29097,"Kenneth","White","0"
26708,"Logan","Adams","0"
12286,"Kim","Nelson","0"
20762,"George","Barnes","0"
20444,"Tyler","Hall","0"
19215,"Jeffrey","Dominguez","0"
13980,"Kyle","Scott","0"
24318,"Joyce","Avila","0"
16062,"John","Bennett","0"
12902,"Jeremy","Blake","0"
10941,"Anthony","Smith","0"
21330,"Lori","Petty","0"
20695,"Garrett","Kim","0"
24665,"Victoria","Eaton","0"
12494,"Joseph","Blair","0"
1049,"Angela","Velasquez","0"
23313,"Joy","Richardson","0"
12516,"Brian","Thomas","0"
21847,"Lisa","Norris","0"
4104,"Rebecca","Miller","0"
16837,"John","Harvey","0"
27528,"Miguel","Hernandez","0"
24845,"Brian","Ingram","0"
20660,"Karen","Sutton","0"
14285,"David","White","0"
9001,"Paul","Yang","0"
9817,"Carl","Powell","0"
5649,"David","Christensen","0"
22602,"John","Smith","0"
18763,"Matthew","Wyatt","0"
17575,"Sara","Jenkins","0"
5731,"Krystal","Bowman","0"
12877,"Amanda","Brown","0"
11653,"Cheryl","Anthony","0"
29797,"Andrew","Pratt","0"
1845,"Juan","Brown","0"
29922,"John","Reyes","0"
3903,"Craig","Wang","0"
33277,"David","Norris","0"
31672,"Kelsey","Simmons","0"
25637,"Leah","Dunn","0"
19615,"Kyle","Gonzales","0"
23805,"Eric","Stewart","0"
26605,"William","Foster","0"
18645,"Daniel","Terrell","0"
1062,"Sarah","Carlson","0"
14164,"Amanda","Lawson","0"
31126,"Rachel","Hill","0"
7158,"Justin","Harris","0"
29974,"Heather","Osborne","0"
1535,"Aaron","Mcgee","0"
24947,"Patrick","Strickland","0"
14516,"Cindy","Howell","0"
5921,"Dennis","Harris","0"
19871,"Timothy","Sandoval","0"
15656,"Austin","Boyd","0"
25938,"Joshua","Rice","0"
13959,"Dominique","Bryant","0"
13623,"Calvin","Morales","0"
26938,"Paul","Woodard","0"
20850,"Michael","Brown","0"
13789,"Benjamin","Brown","0"
14077,"Paul","Stewart","0"
28199,"Holly","Galloway","0"
14873,"Suzanne","Hall","0"
27338,"Joseph","Koch","0"
26093,"Charles","Fox","0"
13467,"Shaun","Rodriguez","0"
29331,"Matthew","Miller","0"
4342,"Anna","Gonzalez","0"
7120,"Leah","Baker","0"
7403,"John","Hernandez","0"
14407,"Vanessa","Hamilton","0"
2965,"Sandra","Kirk","0"
18598,"Curtis","Patterson","0"
22755,"Gary","Mcclure","0"
26828,"Gregory","Thompson","0"
15969,"James","Vargas","0"
4411,"Alvin","Keller","0"
407,"Matthew","Collins","0"
24139,"Joshua","Williams","0"
21850,"Sharon","Richardson","0"
21152,"Thomas","Garner","0"
13841,"Monique","Gutierrez","0"
18176,"Sherry","Wilson","0"
7176,"Dawn","Norman","0"
17549,"Theodore","Robinson","0"
12024,"Jeffrey","Parker","0"
28086,"Stephanie","Schmidt","0"
2977,"Kimberly","Hernandez","0"
10866,"Jose","Smith","0"
5775,"David","Smith","0"
1837,"Jennifer","Schultz","0"
608,"Jacob","Stokes","0"
317,"Joel","Haynes","0"
24160,"Angela","Ortiz","0"
10161,"Kathy","Roberts","0"
18354,"Maurice","Gray","0"
9559,"William","Jones","0"
2281,"Ann","Jimenez","0"
15834,"Curtis","Schwartz","0"
10766,"Frank","Duran","0"
31840,"Melvin","Jordan","0"
30308,"David","Mason","0"
22427,"Samuel","Jackson","0"
19399,"Denise","Wilson","0"
10625,"Dillon","Walker","0"
16209,"Nicole","Shields","0"
7278,"Jennifer","Avila","0"
32884,"Jorge","Norman","0"
15361,"Jerry","Johnson","0"
12443,"Mario","Scott","0"
1120,"Debra","Ware","0"
23632,"Drew","Sawyer","0"
20562,"Dawn","Brown","0"
26043,"Mary","Bates","0"
15139,"Juan","Smith","0"
28835,"Darrell","Chase","0"
23580,"Sarah","Mitchell","0"
18954,"Kyle","Henry","0"
33101,"Kathryn","Becker","0"
14045,"James","Noble","0"
10135,"Cassandra","Castillo","0"
4712,"Oscar","Bailey","0"
16988,"David","Potter","0"
22954,"Adam","Davis","0"
11694,"Daniel","Thompson","0"
23985,"Christina","Gomez","0"
14814,"Sharon","Williams","0"
9348,"Kellie","Harrell","0"
1977,"Michael","Alvarez","0"
29805,"William","Hunt","0"
22333,"Karen","Patel","0"
18084,"Jason","Strong","0"
13745,"Stephanie","Cannon","0"
16977,"Danny","Grant","0"
6434,"Jason","Warren","0"
15618,"Aaron","Walton","0"
180,"Lisa","Cruz","0"
7508,"Brittany","Lewis","0"
8131,"Nicholas","Reyes","0"
29910,"Yesenia","Morgan","0"
12559,"Mariah","Hudson","0"
4830,"Michael","Weber","0"
19348,"Christopher","Jones","0"
19541,"Stephanie","Holt","0"
3122,"David","Phillips","0"
9430,"Elizabeth","Alvarez","0"
3996,"Krista","Lozano","0"
328,"Jennifer","Lee","0"
12318,"Alyssa","Lyons","0"
5187,"Patrick","Hart","0"
9892,"James","Martinez","0"
29468,"Patrick","Grant","0"
10975,"Ronald","Daniels","0"
26787,"Tammy","Miller","0"
22805,"Ann","Mcknight","0"
710,"Jeremy","Jimenez","0"
21632,"Luis","Weber","0"
26557,"Michelle","Mckee","0"
30111,"Nicole","Harper","0"
25272,"Holly","Ortiz","0"
6483,"Kenneth","Miller","0"
16033,"Rebecca","Freeman","0"
14616,"Joseph","Pineda","0"
12302,"Sandra","Gonzalez","0"
1077,"David","Solomon","0"
18638,"Julie","Landry","0"
8190,"Jennifer","Jackson","0"
13213,"Tanya","Arnold","0"
24906,"Andrew","Ibarra","0"
33147,"Amy","Booth","0"
23932,"Ryan","Bartlett","0"
17476,"Jimmy","Flores","0"
27224,"Shannon","Holmes","0"
11067,"Larry","Perez","0"
9365,"Nancy","Walker","0"
2854,"Anthony","Gonzalez","0"
28843,"William","Page","0"
24310,"Kurt","Castillo","0"
4616,"Donald","Franklin","0"
3304,"Tim","Mcclain","0"
19283,"Edward","Conley","0"
11020,"Theresa","Brown","0"
21665,"Timothy","Wise","0"
14369,"Cody","Brooks","0"
5244,"Olivia","Snyder","0"
8281,"Ashley","Garcia","0"
23661,"Jill","Cooper","0"
7911,"Jason","Morton","0"
30789,"Lori","Hoffman","0"
12055,"Colin","Barnes","0"
28585,"Cory","Gardner","0"
