"readerid","firstname","lastname","message","sentdate","isread"
23349,"Kathryn","Oneill","Your book is due in 1 week! Please return it on time.","2019-12-30",True
20228,"Jacqueline","Henderson","Your book is due in 1 week! Please return it on time.","2019-12-30",False
6783,"Kathy","Hernandez","Your book is due in 1 week! Please return it on time.","2019-12-30",True
33128,"Brian","Cabrera","Your book is due in 1 week! Please return it on time.","2019-12-29",True
5097,"Barbara","King","Your book is due in 1 week! Please return it on time.","2019-12-29",False
12522,"Heather","Miller","Your book is due in 1 week! Please return it on time.","2019-12-28",True
5241,"Jacob","Boone","Your book is due in 1 week! Please return it on time.","2019-12-27",False
21378,"Carolyn","Blevins","Your book is due in 1 week! Please return it on time.","2019-12-27",True
20067,"Breanna","Villegas","Your book is due in 1 week! Please return it on time.","2019-12-26",True
20857,"Nicholas","Clark","Your book is due in 1 week! Please return it on time.","2019-12-26",True
6790,"Kathy","Roberts","Your book is due in 1 week! Please return it on time.","2019-12-26",False
10501,"Amy","Juarez","Your book is due in 1 week! Please return it on time.","2019-12-26",True
27725,"Nathan","Martin","Your book is due in 1 week! Please return it on time.","2019-12-24",False
2811,"Cheryl","Garcia","Your book is due in 1 week! Please return it on time.","2019-12-24",True
2431,"Teresa","Wallace","Your book is due in 1 week! Please return it on time.","2019-12-24",False
32974,"Sarah","Lewis","Your book is due in 1 week! Please return it on time.","2019-12-24",True
19391,"Phillip","West","Your book is due in 1 week! Please return it on time.","2019-12-23",False
3694,"Amy","Gillespie","Your book is due in 1 week! Please return it on time.","2019-12-22",False
16111,"Bonnie","Cohen","Your book is due in 1 week! Please return it on time.","2019-12-21",False
17099,"Tara","Howell","Your book is due in 1 week! Please return it on time.","2019-12-21",True
10100,"James","Brown","Your book is due in 1 week! Please return it on time.","2019-12-20",False
31,"Betty","Diaz","Your book is due in 1 week! Please return it on time.","2019-12-20",False
17004,"Corey","Richard","Your book is due in 1 week! Please return it on time.","2019-12-20",False
4137,"Zachary","Miller","Your book is due in 1 week! Please return it on time.","2019-12-20",False
11898,"Jacqueline","Callahan","Your book is due in 1 week! Please return it on time.","2019-12-19",False
21188,"Chloe","Russell","Your book is due in 1 week! Please return it on time.","2019-12-19",False
48,"Mary","Hernandez","Your book is due in 1 week! Please return it on time.","2019-12-18",False
23338,"Lisa","Schultz","Your book is due in 1 week! Please return it on time.","2019-12-18",False
5464,"John","Riley","Your book is due in 1 week! Please return it on time.","2019-12-17",True
27618,"Daniel","Dodson","Your book is due in 1 week! Please return it on time.","2019-12-16",False
21462,"Tammy","Huff","Your book is due in 1 week! Please return it on time.","2019-12-15",True
30105,"John","Sanchez","Your book is due in 1 week! Please return it on time.","2019-12-15",False
28852,"Rebecca","Thomas","Your book is due in 1 week! Please return it on time.","2019-12-14",False
22711,"Steven","Davenport","Your book is due in 1 week! Please return it on time.","2019-12-14",True
25116,"Dennis","Chambers","Your book is due in 1 week! Please return it on time.","2019-12-13",True
33028,"Trevor","Richardson","Your book is due in 1 week! Please return it on time.","2019-12-12",True
5514,"Brooke","Fernandez","Your book is due in 1 week! Please return it on time.","2019-12-11",True
26733,"Martin","Tapia","Your book is due in 1 week! Please return it on time.","2019-12-11",True
5517,"Brianna","Davidson","Your book is due in 1 week! Please return it on time.","2019-12-11",False
20184,"Sheri","Owens","Your book is due in 1 week! Please return it on time.","2019-12-10",True
12276,"Jennifer","Heath","Your book is due in 1 week! Please return it on time.","2019-12-10",False
29076,"Adam","Weaver","Your book is due in 1 week! Please return it on time.","2019-12-10",True
3715,"Stacey","Robles","Your book is due in 1 week! Please return it on time.","2019-12-09",True
1398,"Christopher","Matthews","Your book is due in 1 week! Please return it on time.","2019-12-09",True
24020,"Brenda","Fernandez","Your book is due in 1 week! Please return it on time.","2019-12-08",False
2405,"Keith","Hardy","Your book is due in 1 week! Please return it on time.","2019-12-08",False
1044,"Maria","Hernandez","Your book is due in 1 week! Please return it on time.","2019-12-07",False
16844,"Derrick","May","Your book is due in 1 week! Please return it on time.","2019-12-06",False
1396,"Kevin","Castaneda","Your book is due in 1 week! Please return it on time.","2019-12-06",True
21346,"Jennifer","Robinson","Your book is due in 1 week! Please return it on time.","2019-12-05",False
29705,"Angel","Burns","Your book is due in 1 week! Please return it on time.","2019-12-05",True
29214,"Thomas","Bartlett","Your book is due in 1 week! Please return it on time.","2019-12-05",False
24866,"David","Gutierrez","Your book is due in 1 week! Please return it on time.","2019-12-05",True
29722,"Karen","Smith","Your book is due in 1 week! Please return it on time.","2019-12-04",True
18211,"Rachel","Klein","Your book is due in 1 week! Please return it on time.","2019-12-04",True
22860,"Joseph","Mcclure","Your book is due in 1 week! Please return it on time.","2019-12-03",True
3333,"Jesse","Larson","Your book is due in 1 week! Please return it on time.","2019-12-02",True
2454,"Whitney","Gibbs","Your book is due in 1 week! Please return it on time.","2019-12-01",True
28117,"Kirsten","Robinson","Your book is due in 1 week! Please return it on time.","2019-12-01",False
5577,"Mark","Thomas","Your book is due in 1 week! Please return it on time.","2019-12-01",True
24779,"Stephen","Bowman","Your book is due in 1 week! Please return it on time.","2019-11-30",False
25738,"Kevin","Chavez","Your book is due in 1 week! Please return it on time.","2019-11-30",False
27941,"Brian","Williams","Your book is due in 1 week! Please return it on time.","2019-11-30",False
9237,"Hayden","Stevens","Your book is due in 1 week! Please return it on time.","2019-11-30",False
4063,"Matthew","Walton","Your book is due in 1 week! Please return it on time.","2019-11-29",False
13799,"Vincent","Wilson","Your book is due in 1 week! Please return it on time.","2019-11-29",False
611,"Jose","Jones","Your book is due in 1 week! Please return it on time.","2019-11-29",False
11665,"Meghan","Mcmahon","Your book is due in 1 week! Please return it on time.","2019-11-28",False
15664,"Sherry","Wade","Your book is due in 1 week! Please return it on time.","2019-11-28",True
13460,"Patricia","Ward","Your book is due in 1 week! Please return it on time.","2019-11-28",True
33198,"Anthony","Jones","Your book is due in 1 week! Please return it on time.","2019-11-27",False
7815,"Andrew","David","Your book is due in 1 week! Please return it on time.","2019-11-27",True
22549,"Sarah","Pratt","Your book is due in 1 week! Please return it on time.","2019-11-27",False
2757,"Tiffany","Chapman","Your book is due in 1 week! Please return it on time.","2019-11-27",True
31015,"Isaac","Barnes","Your book is due in 1 week! Please return it on time.","2019-11-27",True
3912,"Richard","Hudson","Your book is due in 1 week! Please return it on time.","2019-11-26",False
22118,"Rickey","Flowers","Your book is due in 1 week! Please return it on time.","2019-11-25",False
12279,"Beverly","Gordon","Your book is due in 1 week! Please return it on time.","2019-11-25",False
4855,"Melanie","Jones","Your book is due in 1 week! Please return it on time.","2019-11-25",True
19852,"Kelly","Williamson","Your book is due in 1 week! Please return it on time.","2019-11-25",False
21458,"Jim","Obrien","Your book is due in 1 week! Please return it on time.","2019-11-24",False
24571,"Laura","Rose","Your book is due in 1 week! Please return it on time.","2019-11-23",False
24876,"Zachary","Mayo","Your book is due in 1 week! Please return it on time.","2019-11-23",False
5518,"Brenda","Martin","Your book is due in 1 week! Please return it on time.","2019-11-23",True
4497,"Earl","Marquez","Your book is due in 1 week! Please return it on time.","2019-11-22",True
20402,"Diane","Lane","Your book is due in 1 week! Please return it on time.","2019-11-21",True
33145,"Shannon","Rios","Your book is due in 1 week! Please return it on time.","2019-11-21",True
6207,"Lauren","Riddle","Your book is due in 1 week! Please return it on time.","2019-11-20",False
3678,"Kim","Sherman","Your book is due in 1 week! Please return it on time.","2019-11-20",False
25699,"Monique","Lynch","Your book is due in 1 week! Please return it on time.","2019-11-20",True
3151,"Donna","Thompson","Your book is due in 1 week! Please return it on time.","2019-11-20",True
2949,"Brian","Lee","Your book is due in 1 week! Please return it on time.","2019-11-19",True
32209,"Hannah","Poole","Your book is due in 1 week! Please return it on time.","2019-11-19",False
4955,"David","King","Your book is due in 1 week! Please return it on time.","2019-11-19",False
17479,"Angela","Davidson","Your book is due in 1 week! Please return it on time.","2019-11-18",True
3161,"Kathleen","Roberts","Your book is due in 1 week! Please return it on time.","2019-11-18",True
22205,"Jacqueline","Chavez","Your book is due in 1 week! Please return it on time.","2019-11-18",True
20557,"Angela","Beck","Your book is due in 1 week! Please return it on time.","2019-11-17",True
11598,"Brooke","Clarke","Your book is due in 1 week! Please return it on time.","2019-11-17",False
20351,"Jeremy","Roberson","Your book is due in 1 week! Please return it on time.","2019-11-17",False
5312,"Jose","Carter","Your book is due in 1 week! Please return it on time.","2019-11-17",True
17065,"Paul","Rosario","Your book is due in 1 week! Please return it on time.","2019-11-17",True
32294,"Peter","Coffey","Your book is due in 1 week! Please return it on time.","2019-11-16",True
9970,"Kristen","Jimenez","Your book is due in 1 week! Please return it on time.","2019-11-16",True
12945,"Steven","Miller","Your book is due in 1 week! Please return it on time.","2019-11-16",False
10007,"Chris","Alexander","Your book is due in 1 week! Please return it on time.","2019-11-14",True
15702,"Jeffrey","Wilson","Your book is due in 1 week! Please return it on time.","2019-11-13",False
17026,"William","Anderson","Your book is due in 1 week! Please return it on time.","2019-11-13",True
11909,"Christopher","Cabrera","Your book is due in 1 week! Please return it on time.","2019-11-12",False
5821,"Emily","Tran","Your book is due in 1 week! Please return it on time.","2019-11-11",False
2172,"Brandon","Davis","Your book is due in 1 week! Please return it on time.","2019-11-10",False
28271,"Julia","Walker","Your book is due in 1 week! Please return it on time.","2019-11-09",True
14824,"Brandon","Wilson","Your book is due in 1 week! Please return it on time.","2019-11-09",True
18963,"John","Baldwin","Your book is due in 1 week! Please return it on time.","2019-11-09",False
20678,"Nathan","Walker","Your book is due in 1 week! Please return it on time.","2019-11-08",False
26329,"Mark","Williams","Your book is due in 1 week! Please return it on time.","2019-11-08",False
28456,"Carol","Lester","Your book is due in 1 week! Please return it on time.","2019-11-08",False
31199,"Anna","Lozano","Your book is due in 1 week! Please return it on time.","2019-11-08",False
5509,"Blake","Pena","Your book is due in 1 week! Please return it on time.","2019-11-08",True
13977,"Brandi","Dorsey","Your book is due in 1 week! Please return it on time.","2019-11-07",True
25348,"Lisa","Solis","Your book is due in 1 week! Please return it on time.","2019-11-07",False
31309,"Julie","Lewis","Your book is due in 1 week! Please return it on time.","2019-11-07",True
32146,"Carrie","Burns","Your book is due in 1 week! Please return it on time.","2019-11-07",False
8574,"Matthew","Garcia","Your book is due in 1 week! Please return it on time.","2019-11-07",True
1369,"Cameron","Carter","Your book is due in 1 week! Please return it on time.","2019-11-06",True
3795,"Laura","Reed","Your book is due in 1 week! Please return it on time.","2019-11-05",True
22832,"Catherine","Barber","Your book is due in 1 week! Please return it on time.","2019-11-04",True
27637,"Rebecca","Hull","Your book is due in 1 week! Please return it on time.","2019-11-04",True
24069,"Kevin","Cross","Your book is due in 1 week! Please return it on time.","2019-11-04",False
13724,"Morgan","Ray","Your book is due in 1 week! Please return it on time.","2019-11-03",True
6882,"Jason","Walsh","Your book is due in 1 week! Please return it on time.","2019-11-03",False
18761,"Jake","Powers","Your book is due in 1 week! Please return it on time.","2019-11-01",False
657,"Jody","Payne","Your book is due in 1 week! Please return it on time.","2019-10-31",True
2891,"Theodore","Estes","Your book is due in 1 week! Please return it on time.","2019-10-31",False
8184,"Valerie","Martin","Your book is due in 1 week! Please return it on time.","2019-10-30",True
7658,"Leah","Pitts","Your book is due in 1 week! Please return it on time.","2019-10-30",True
20827,"John","Clark","Your book is due in 1 week! Please return it on time.","2019-10-30",True
4148,"Barbara","Garrison","Your book is due in 1 week! Please return it on time.","2019-10-29",True
3597,"Benjamin","Webb","Your book is due in 1 week! Please return it on time.","2019-10-29",False
20292,"Christopher","Thompson","Your book is due in 1 week! Please return it on time.","2019-10-29",True
30555,"Denise","Escobar","Your book is due in 1 week! Please return it on time.","2019-10-29",True
7361,"Rhonda","Wilson","Your book is due in 1 week! Please return it on time.","2019-10-28",True
3624,"Krista","Bell","Your book is due in 1 week! Please return it on time.","2019-10-28",True
13692,"Stephen","Johnson","Your book is due in 1 week! Please return it on time.","2019-10-27",True
4132,"Michael","Jennings","Your book is due in 1 week! Please return it on time.","2019-10-27",True
14968,"Thomas","Sanchez","Your book is due in 1 week! Please return it on time.","2019-10-27",True
12166,"Andrew","Landry","Your book is due in 1 week! Please return it on time.","2019-10-25",False
32318,"Lisa","Bowen","Your book is due in 1 week! Please return it on time.","2019-10-25",False
786,"Stephanie","Williams","Your book is due in 1 week! Please return it on time.","2019-10-24",True
11432,"Catherine","Wheeler","Your book is due in 1 week! Please return it on time.","2019-10-23",True
28338,"Lisa","Weber","Your book is due in 1 week! Please return it on time.","2019-10-22",True
20487,"Austin","Williams","Your book is due in 1 week! Please return it on time.","2019-10-22",True
19798,"Megan","Edwards","Your book is due in 1 week! Please return it on time.","2019-10-21",True
9289,"Ashley","Jones","Your book is due in 1 week! Please return it on time.","2019-10-20",False
32625,"Daniel","Wise","Your book is due in 1 week! Please return it on time.","2019-10-20",True
9725,"Yvette","Henry","Your book is due in 1 week! Please return it on time.","2019-10-20",False
2037,"Erik","Baker","Your book is due in 1 week! Please return it on time.","2019-10-20",False
10915,"Renee","Sanders","Your book is due in 1 week! Please return it on time.","2019-10-20",True
18040,"Lisa","Bradley","Your book is due in 1 week! Please return it on time.","2019-10-20",False
1630,"Andrea","Ross","Your book is due in 1 week! Please return it on time.","2019-10-20",False
7623,"Ryan","Williams","Your book is due in 1 week! Please return it on time.","2019-10-19",False
30425,"Deanna","Torres","Your book is due in 1 week! Please return it on time.","2019-10-19",True
6750,"Donald","Barry","Your book is due in 1 week! Please return it on time.","2019-10-19",False
23631,"Ryan","Smith","Your book is due in 1 week! Please return it on time.","2019-10-18",False
27866,"Edward","Adams","Your book is due in 1 week! Please return it on time.","2019-10-18",False
32455,"Justin","Guzman","Your book is due in 1 week! Please return it on time.","2019-10-17",False
22356,"Daniel","Ali","Your book is due in 1 week! Please return it on time.","2019-10-17",False
18578,"Patricia","Robinson","Your book is due in 1 week! Please return it on time.","2019-10-17",False
22899,"Victor","Watson","Your book is due in 1 week! Please return it on time.","2019-10-17",True
13943,"Sharon","Norris","Your book is due in 1 week! Please return it on time.","2019-10-17",True
18357,"Scott","Miller","Your book is due in 1 week! Please return it on time.","2019-10-17",False
10274,"Joanna","Goodwin","Your book is due in 1 week! Please return it on time.","2019-10-16",False
22275,"Jose","Diaz","Your book is due in 1 week! Please return it on time.","2019-10-16",True
2119,"Johnny","Arnold","Your book is due in 1 week! Please return it on time.","2019-10-15",True
15056,"Scott","Dunn","Your book is due in 1 week! Please return it on time.","2019-10-15",False
16197,"Cheyenne","Holland","Your book is due in 1 week! Please return it on time.","2019-10-15",False
5419,"James","Wright","Your book is due in 1 week! Please return it on time.","2019-10-15",False
24732,"Stacy","Thomas","Your book is due in 1 week! Please return it on time.","2019-10-15",False
30930,"Sergio","Walters","Your book is due in 1 week! Please return it on time.","2019-10-15",True
676,"Cameron","Barajas","Your book is due in 1 week! Please return it on time.","2019-10-14",False
29623,"Morgan","Floyd","Your book is due in 1 week! Please return it on time.","2019-10-14",False
10490,"Sandra","Walsh","Your book is due in 1 week! Please return it on time.","2019-10-14",True
13784,"Erika","Berry","Your book is due in 1 week! Please return it on time.","2019-10-12",False
5466,"Samantha","Johnson","Your book is due in 1 week! Please return it on time.","2019-10-12",False
16348,"Alexandria","Young","Your book is due in 1 week! Please return it on time.","2019-10-12",True
28276,"David","Caldwell","Your book is due in 1 week! Please return it on time.","2019-10-12",False
30341,"Amy","Carr","Your book is due in 1 week! Please return it on time.","2019-10-11",False
12869,"Stephanie","Williams","Your book is due in 1 week! Please return it on time.","2019-10-10",True
934,"Chris","Meyers","Your book is due in 1 week! Please return it on time.","2019-10-10",False
18707,"Emily","Orr","Your book is due in 1 week! Please return it on time.","2019-10-10",False
19925,"Hector","Stark","Your book is due in 1 week! Please return it on time.","2019-10-09",False
22216,"Carrie","Bryant","Your book is due in 1 week! Please return it on time.","2019-10-08",False
12319,"Carla","Fernandez","Your book is due in 1 week! Please return it on time.","2019-10-08",True
2560,"Greg","Montgomery","Your book is due in 1 week! Please return it on time.","2019-10-08",True
25330,"Jennifer","Cuevas","Your book is due in 1 week! Please return it on time.","2019-10-08",False
15294,"Patricia","Richardson","Your book is due in 1 week! Please return it on time.","2019-10-07",False
25925,"William","Coleman","Your book is due in 1 week! Please return it on time.","2019-10-07",False
1505,"Julie","Robinson","Your book is due in 1 week! Please return it on time.","2019-10-06",False
21195,"Michael","Morales","Your book is due in 1 week! Please return it on time.","2019-10-06",True
26835,"Kristin","Smith","Your book is due in 1 week! Please return it on time.","2019-10-06",True
24674,"David","Fleming","Your book is due in 1 week! Please return it on time.","2019-10-05",True
773,"Cynthia","Lynch","Your book is due in 1 week! Please return it on time.","2019-10-03",True
14990,"Anthony","Lane","Your book is due in 1 week! Please return it on time.","2019-10-02",True
29397,"Michael","Sullivan","Your book is due in 1 week! Please return it on time.","2019-10-02",False
12237,"Mark","Nelson","Your book is due in 1 week! Please return it on time.","2019-10-01",True
7780,"Margaret","Soto","Your book is due in 1 week! Please return it on time.","2019-10-01",False
32083,"Lori","Johnson","Your book is due in 1 week! Please return it on time.","2019-09-30",False
25731,"Dennis","Gonzalez","Your book is due in 1 week! Please return it on time.","2019-09-30",False
8639,"Jason","Young","Your book is due in 1 week! Please return it on time.","2019-09-30",False
22770,"Emily","Lopez","Your book is due in 1 week! Please return it on time.","2019-09-27",True
24399,"Lisa","Powell","Your book is due in 1 week! Please return it on time.","2019-09-27",False
8048,"Kelly","Hunt","Your book is due in 1 week! Please return it on time.","2019-09-27",True
8830,"Gregory","Kirk","Your book is due in 1 week! Please return it on time.","2019-09-26",True
13827,"Brian","Evans","Your book is due in 1 week! Please return it on time.","2019-09-26",False
7215,"James","Hicks","Your book is due in 1 week! Please return it on time.","2019-09-26",True
3029,"Evan","Pearson","Your book is due in 1 week! Please return it on time.","2019-09-26",True
15347,"Aimee","Lloyd","Your book is due in 1 week! Please return it on time.","2019-09-25",False
31367,"Stacy","Moore","Your book is due in 1 week! Please return it on time.","2019-09-25",True
6534,"Tanner","Estrada","Your book is due in 1 week! Please return it on time.","2019-09-25",False
13898,"Claudia","Salinas","Your book is due in 1 week! Please return it on time.","2019-09-24",False
27743,"Jennifer","Arnold","Your book is due in 1 week! Please return it on time.","2019-09-24",False
25914,"Michaela","Schneider","Your book is due in 1 week! Please return it on time.","2019-09-24",True
15174,"Brian","Davis","Your book is due in 1 week! Please return it on time.","2019-09-23",True
31856,"Suzanne","Rivers","Your book is due in 1 week! Please return it on time.","2019-09-23",True
12178,"Walter","Powell","Your book is due in 1 week! Please return it on time.","2019-09-23",True
8073,"Michael","Marshall","Your book is due in 1 week! Please return it on time.","2019-09-22",True
9342,"Jeffrey","Liu","Your book is due in 1 week! Please return it on time.","2019-09-22",True
24284,"Duane","Harris","Your book is due in 1 week! Please return it on time.","2019-09-21",False
25233,"Brandon","West","Your book is due in 1 week! Please return it on time.","2019-09-20",True
29950,"Gregory","Bennett","Your book is due in 1 week! Please return it on time.","2019-09-20",True
30777,"Logan","Hudson","Your book is due in 1 week! Please return it on time.","2019-09-20",True
6019,"Stephen","Foster","Your book is due in 1 week! Please return it on time.","2019-09-19",False
5809,"Jessica","Oliver","Your book is due in 1 week! Please return it on time.","2019-09-19",False
18738,"Joseph","Wiggins","Your book is due in 1 week! Please return it on time.","2019-09-19",True
28971,"Mitchell","Lewis","Your book is due in 1 week! Please return it on time.","2019-09-18",False
25985,"Tina","Ellis","Your book is due in 1 week! Please return it on time.","2019-09-14",False
6023,"Charles","Moreno","Your book is due in 1 week! Please return it on time.","2019-09-14",False
12489,"Maureen","Patterson","Your book is due in 1 week! Please return it on time.","2019-09-14",False
6047,"Gary","Cook","Your book is due in 1 week! Please return it on time.","2019-09-13",False
12160,"Tonya","Garcia","Your book is due in 1 week! Please return it on time.","2019-09-12",False
5807,"Valerie","Carr","Your book is due in 1 week! Please return it on time.","2019-09-12",True
30985,"Erica","Perry","Your book is due in 1 week! Please return it on time.","2019-09-12",False
1297,"Alyssa","Cruz","Your book is due in 1 week! Please return it on time.","2019-09-12",False
11671,"Gary","Vargas","Your book is due in 1 week! Please return it on time.","2019-09-11",True
5944,"Stephen","Rodriguez","Your book is due in 1 week! Please return it on time.","2019-09-11",False
19634,"Jeremiah","Jones","Your book is due in 1 week! Please return it on time.","2019-09-11",False
4275,"Morgan","Jones","Your book is due in 1 week! Please return it on time.","2019-09-11",True
5322,"Amy","Ward","Your book is due in 1 week! Please return it on time.","2019-09-10",True
14107,"Brian","Martinez","Your book is due in 1 week! Please return it on time.","2019-09-10",False
28218,"Ronald","Wilson","Your book is due in 1 week! Please return it on time.","2019-09-10",False
9800,"James","Marsh","Your book is due in 1 week! Please return it on time.","2019-09-09",True
17731,"Taylor","Hughes","Your book is due in 1 week! Please return it on time.","2019-09-09",False
19036,"Margaret","Wong","Your book is due in 1 week! Please return it on time.","2019-09-09",False
7328,"Anthony","Jones","Your book is due in 1 week! Please return it on time.","2019-09-09",True
1121,"James","Friedman","Your book is due in 1 week! Please return it on time.","2019-09-08",True
22718,"Julie","Irwin","Your book is due in 1 week! Please return it on time.","2019-09-08",True
6499,"Darlene","Lyons","Your book is due in 1 week! Please return it on time.","2019-09-08",False
9535,"Thomas","Burns","Your book is due in 1 week! Please return it on time.","2019-09-07",True
17991,"Joseph","Garcia","Your book is due in 1 week! Please return it on time.","2019-09-07",True
26245,"Kevin","Pierce","Your book is due in 1 week! Please return it on time.","2019-09-07",True
18611,"Micheal","Salas","Your book is due in 1 week! Please return it on time.","2019-09-06",True
25178,"Susan","Webb","Your book is due in 1 week! Please return it on time.","2019-09-06",True
29321,"Joseph","Roberson","Your book is due in 1 week! Please return it on time.","2019-09-06",True
27174,"Brittney","Haney","Your book is due in 1 week! Please return it on time.","2019-09-05",False
21447,"Lauren","Myers","Your book is due in 1 week! Please return it on time.","2019-09-05",True
4692,"Jill","Morales","Your book is due in 1 week! Please return it on time.","2019-09-05",True
26991,"Katrina","Lopez","Your book is due in 1 week! Please return it on time.","2019-09-04",True
30108,"Alan","Henry","Your book is due in 1 week! Please return it on time.","2019-09-04",False
24790,"Edward","Norris","Your book is due in 1 week! Please return it on time.","2019-09-03",False
25799,"Tara","Smith","Your book is due in 1 week! Please return it on time.","2019-09-03",True
10073,"Sherry","Hart","Your book is due in 1 week! Please return it on time.","2019-09-03",True
10411,"Andrea","Baker","Your book is due in 1 week! Please return it on time.","2019-09-03",False
13909,"Christopher","Porter","Your book is due in 1 week! Please return it on time.","2019-09-02",True
29758,"Amy","Donaldson","Your book is due in 1 week! Please return it on time.","2019-09-01",False
29506,"April","Wallace","Your book is due in 1 week! Please return it on time.","2019-09-01",False
14221,"Amber","Walker","Your book is due in 1 week! Please return it on time.","2019-09-01",False
16578,"Edward","Morrow","Your book is due in 1 week! Please return it on time.","2019-08-31",True
32633,"William","Meyer","Your book is due in 1 week! Please return it on time.","2019-08-30",False
20015,"Eric","Chan","Your book is due in 1 week! Please return it on time.","2019-08-30",True
19826,"Jeremy","Garcia","Your book is due in 1 week! Please return it on time.","2019-08-29",True
17389,"Caroline","Cannon","Your book is due in 1 week! Please return it on time.","2019-08-29",True
24210,"Jasmine","Henderson","Your book is due in 1 week! Please return it on time.","2019-08-29",True
6246,"Jessica","Hale","Your book is due in 1 week! Please return it on time.","2019-08-29",False
6266,"David","Gonzales","Your book is due in 1 week! Please return it on time.","2019-08-29",False
7764,"Eric","Peterson","Your book is due in 1 week! Please return it on time.","2019-08-28",True
17121,"Valerie","Austin","Your book is due in 1 week! Please return it on time.","2019-08-28",True
7541,"Teresa","Wilson","Your book is due in 1 week! Please return it on time.","2019-08-26",False
382,"Michele","Smith","Your book is due in 1 week! Please return it on time.","2019-08-26",False
20096,"Cynthia","Hobbs","Your book is due in 1 week! Please return it on time.","2019-08-26",True
32998,"Brandon","Marsh","Your book is due in 1 week! Please return it on time.","2019-08-25",True
27948,"Steven","Williamson","Your book is due in 1 week! Please return it on time.","2019-08-25",True
14710,"Rachel","Fletcher","Your book is due in 1 week! Please return it on time.","2019-08-25",False
4179,"Troy","Olson","Your book is due in 1 week! Please return it on time.","2019-08-25",False
29434,"John","Moore","Your book is due in 1 week! Please return it on time.","2019-08-24",True
2667,"Nicole","Kaiser","Your book is due in 1 week! Please return it on time.","2019-08-23",False
27517,"John","Skinner","Your book is due in 1 week! Please return it on time.","2019-08-23",True
33230,"Tonya","Gutierrez","Your book is due in 1 week! Please return it on time.","2019-08-22",False
15845,"Patrick","Young","Your book is due in 1 week! Please return it on time.","2019-08-22",False
30161,"Timothy","Allen","Your book is due in 1 week! Please return it on time.","2019-08-22",True
4534,"Michelle","Sanchez","Your book is due in 1 week! Please return it on time.","2019-08-22",False
6386,"Michael","Calderon","Your book is due in 1 week! Please return it on time.","2019-08-21",True
17855,"Kathryn","Gross","Your book is due in 1 week! Please return it on time.","2019-08-19",True
29719,"Tracy","Blackburn","Your book is due in 1 week! Please return it on time.","2019-08-18",True
30060,"Yvonne","Lewis","Your book is due in 1 week! Please return it on time.","2019-08-18",False
30782,"Brent","Stout","Your book is due in 1 week! Please return it on time.","2019-08-17",False
14293,"Alicia","Miller","Your book is due in 1 week! Please return it on time.","2019-08-15",True
26688,"Lawrence","Bruce","Your book is due in 1 week! Please return it on time.","2019-08-15",True
4781,"Jordan","Myers","Your book is due in 1 week! Please return it on time.","2019-08-15",True
30849,"Matthew","Porter","Your book is due in 1 week! Please return it on time.","2019-08-15",True
28899,"Scott","Davidson","Your book is due in 1 week! Please return it on time.","2019-08-14",True
22748,"Teresa","Myers","Your book is due in 1 week! Please return it on time.","2019-08-14",True
433,"Amber","Nunez","Your book is due in 1 week! Please return it on time.","2019-08-13",False
1754,"Ricky","Campbell","Your book is due in 1 week! Please return it on time.","2019-08-11",True
19930,"Patricia","Henson","Your book is due in 1 week! Please return it on time.","2019-08-10",True
10331,"Richard","Frazier","Your book is due in 1 week! Please return it on time.","2019-08-09",True
16858,"Laura","Cruz","Your book is due in 1 week! Please return it on time.","2019-08-08",True
5430,"Elizabeth","Young","Your book is due in 1 week! Please return it on time.","2019-08-08",False
2452,"Carol","Edwards","Your book is due in 1 week! Please return it on time.","2019-08-08",True
16098,"Jordan","Garza","Your book is due in 1 week! Please return it on time.","2019-08-07",True
3657,"Amy","Rivera","Your book is due in 1 week! Please return it on time.","2019-08-06",True
15576,"Carl","Payne","Your book is due in 1 week! Please return it on time.","2019-08-06",False
7829,"Allen","Ramirez","Your book is due in 1 week! Please return it on time.","2019-08-06",False
1102,"Sheila","Roberts","Your book is due in 1 week! Please return it on time.","2019-08-06",False
17521,"Jessica","Williamson","Your book is due in 1 week! Please return it on time.","2019-08-06",True
17227,"David","Sanders","Your book is due in 1 week! Please return it on time.","2019-08-05",True
2507,"Yesenia","Hunter","Your book is due in 1 week! Please return it on time.","2019-08-05",False
23150,"Rachel","Bass","Your book is due in 1 week! Please return it on time.","2019-08-05",True
15084,"Kathryn","Fry","Your book is due in 1 week! Please return it on time.","2019-08-05",False
3405,"Ronald","Ramirez","Your book is due in 1 week! Please return it on time.","2019-08-04",False
1930,"Jennifer","Martinez","Your book is due in 1 week! Please return it on time.","2019-08-03",True
28203,"Ashley","Robbins","Your book is due in 1 week! Please return it on time.","2019-08-02",False
25436,"Darrell","Delacruz","Your book is due in 1 week! Please return it on time.","2019-08-02",False
18132,"Christopher","Lozano","Your book is due in 1 week! Please return it on time.","2019-08-02",True
17840,"Brandi","Kelly","Your book is due in 1 week! Please return it on time.","2019-08-02",False
23129,"Jeff","Harris","Your book is due in 1 week! Please return it on time.","2019-08-01",False
30428,"Brian","Wagner","Your book is due in 1 week! Please return it on time.","2019-07-31",False
15244,"Kevin","Novak","Your book is due in 1 week! Please return it on time.","2019-07-31",False
5499,"Katie","Morales","Your book is due in 1 week! Please return it on time.","2019-07-31",False
